embedding_id,asset_ref_title,visual_caption,source_asset_id,embedding_model_version,modality,owner_account_id,capture_date
EMB-10691,Fitness Class Action Shot - Artisan Collateral,"This graphic-design presents a case study visual with data visualization overlays and branded typography, serving as visual identity collateral for B2B marketing and client presentation decks. Asset reference: Fitness Class Action Shot - Artisan Collateral.",BA-008930,clip-vit-large-patch14-v1,graphic-design,ACC-3089,2026-03-05
EMB-10692,Summer Sale Window Display - Rustic Illustration,"This image presents a vintage-style map illustration of a fictional city, rendered with hand-drawn cartographic elements and aged parchment texture. Used as a decorative asset for themed events. Title: Summer Sale Window Display - Rustic Illustration.",BA-002170,clip-vit-large-patch14-v1,image,ACC-4234,2025-11-14
EMB-10693,Spring Fashion Flatlay - Branded Graphic,A visual identity collateral piece featuring logo lockup variations and color palette swatches rendered as a image for brand discovery and asset management workflows. The layout supports multi-channel deployment. Title: Spring Fashion Flatlay - Branded Graphic.,BA-002170,clip-vit-large-patch14-v1,image,ACC-4934,2026-01-19
EMB-10694,Fitness Class Action Shot - Clean Poster,"A graphic-design image featuring a spring collection promotional banner with pastel tones, floral motifs, and discount badge elements for e-commerce and email marketing campaigns. Title: Fitness Class Action Shot - Clean Poster.",BA-003680,clip-vit-base-patch32-v2,image,ACC-2801,2026-02-09
EMB-10695,Summer Sale Window Display - Lifestyle Graphic,"This image presents a vintage-style map illustration of a fictional city, rendered with hand-drawn cartographic elements and aged parchment texture. Used as a decorative asset for themed events. Title: Summer Sale Window Display - Lifestyle Graphic.",BA-003680,clip-vit-large-patch14-v1,image,ACC-4234,2025-12-27
EMB-10696,Pasta Dish Plated - Product-Focused Badge,"A graphic-design depicting a restaurant dining scene with Italian food spread, ambient candlelight, and rustic table styling for use in food photography and seasonal campaign collateral. Title: Pasta Dish Plated - Product-Focused Badge.",BA-006949,clip-vit-large-patch14-v1,graphic-design,ACC-1042,2025-12-26
EMB-10697,Spring Fashion Flatlay - Dynamic Template,"This graphic-design presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Spring Fashion Flatlay - Dynamic Template.",BA-006282,clip-vit-base-patch32-v2,graphic-design,ACC-5212,2026-03-07
EMB-10698,Instagram Story Template - Vibrant Poster,"A logo-vector logo-vector featuring a simplified icon lockup for a coffee brand, rendered in scalable format for use across coffee shop signage, loyalty cards, and digital brand identity applications. Title: Instagram Story Template - Vibrant Poster.",BA-006282,clip-vit-large-patch14-v1,logo-vector,ACC-4812,2026-02-02
EMB-10699,Pasta Dish Plated - Warm Photo,"A logo-vector featuring a watercolor texture background in soft pastel tones, created as a decorative design element for greeting card and invitation templates. No brand-specific content is present. Title: Pasta Dish Plated - Warm Photo.",BA-002633,clip-vit-large-patch14-v1,logo-vector,ACC-5534,2025-12-30
EMB-10700,Brand Identity Collateral - Candid Photo,"A technical illustration logo-vector showing a cross-section diagram of an HVAC system installation, with labeled components and airflow direction arrows. Created for engineering documentation purposes. Reference: Brand Identity Collateral - Candid Photo.",BA-004022,clip-vit-large-patch14-v1,logo-vector,ACC-1334,2026-03-05
EMB-10701,Salad Bowl Overhead - Soft Badge,A visual identity collateral piece featuring logo lockup variations and color palette swatches rendered as a image for brand discovery and asset management workflows. The layout supports multi-channel deployment. Title: Salad Bowl Overhead - Soft Badge.,BA-004022,clip-vit-base-patch32-v2,image,ACC-4534,2026-01-03
EMB-10702,Property Photo Exterior - Vibrant Poster,"A image depicting a restaurant dining scene with Italian food spread, ambient candlelight, and rustic table styling for use in food photography and seasonal campaign collateral. Title: Property Photo Exterior - Vibrant Poster.",BA-001778,clip-vit-base-patch32-v2,image,ACC-3134,2025-12-28
EMB-10703,Holiday Gift Display - Product-Focused Collateral,"A lifestyle logo-vector capturing a customer testimonial scene in a coffee shop setting, with warm ambient lighting and branded environmental signage visible in the background. Reference: Holiday Gift Display - Product-Focused Collateral.",BA-007052,clip-vit-base-patch32-v2,logo-vector,ACC-4234,2026-01-26
EMB-10704,Quote Graphic Social Proof - Candid Photo,"A document-style document-visual presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Quote Graphic Social Proof - Candid Photo.",BA-007052,clip-vit-base-patch32-v2,document-visual,ACC-1001,2026-01-22
EMB-10705,Apparel Product Flatlay - Lifestyle Illustration,"This graphic-design captures a bird's-eye aerial photograph of a suburban neighborhood taken during daylight hours, showing residential streets and green spaces. Intended for urban planning and real estate overview use. Reference: Apparel Product Flatlay - Lifestyle Illustration.",BA-007108,google-multimodal-embed-v1,graphic-design,ACC-4812,2025-11-20
EMB-10706,Espresso Bar Setup - Warm Photo,"This image depicts a data dashboard screenshot with bar charts, pie graphs, and KPI metric cards in a SaaS analytics interface. The visual is used for software product documentation and UI design reference. Title: Espresso Bar Setup - Warm Photo.",BA-004446,openai-ada-002-multimodal,image,ACC-4234,2025-11-12
EMB-10707,Promotional Banner - Vibrant Photo,"This graphic-design presents a spring fashion flatlay with apparel items arranged in a minimal editorial style, featuring color-coordinated accessories and seasonal campaign visual content framing. Reference: Promotional Banner - Vibrant Photo.",BA-004446,openai-ada-002-multimodal,graphic-design,ACC-4234,2026-02-27
EMB-10708,Menu Board Layout - Bold Badge,"This image captures a bird's-eye aerial photograph of a suburban neighborhood taken during daylight hours, showing residential streets and green spaces. Intended for urban planning and real estate overview use. Reference: Menu Board Layout - Bold Badge.",BA-001845,clip-vit-base-patch32-v2,image,ACC-4234,2026-03-10
EMB-10709,Brand Identity Collateral - Lifestyle Illustration,"A logo-vector depicting a restaurant dining scene with Italian food spread, ambient candlelight, and rustic table styling for use in food photography and seasonal campaign collateral. Title: Brand Identity Collateral - Lifestyle Illustration.",BA-008469,clip-vit-large-patch14-v1,logo-vector,ACC-2712,2025-11-17
EMB-10710,Brand Identity Collateral - Saturated Collateral,"A crisp product photo of an espresso cup on a marble surface, captured in a product-focused style for e-commerce imagery and promotional graphic use. This image highlights the coffee shop aesthetic with clean composition and warm lighting. Reference: Brand Identity Collateral - Saturated Collateral.",BA-006480,openai-ada-002-multimodal,image,ACC-1001,2026-02-18
EMB-10711,Email Header Graphic - Dynamic Template,"A lifestyle video-frame capturing a customer testimonial scene in a coffee shop setting, with warm ambient lighting and branded environmental signage visible in the background. Reference: Email Header Graphic - Dynamic Template.",BA-004480,openai-ada-002-multimodal,video-frame,ACC-3634,2026-02-14
EMB-10712,Apparel Product Flatlay - Artisan Collateral,"This image depicts a data dashboard screenshot with bar charts, pie graphs, and KPI metric cards in a SaaS analytics interface. The visual is used for software product documentation and UI design reference. Title: Apparel Product Flatlay - Artisan Collateral.",BA-004480,clip-vit-base-patch32-v2,image,ACC-1001,2026-02-27
EMB-10713,Modern Kitchen Interior - Warm Video Still,"This image presents a case study visual with data visualization overlays and branded typography, serving as visual identity collateral for B2B marketing and client presentation decks. Asset reference: Modern Kitchen Interior - Warm Video Still.",BA-007739,clip-vit-large-patch14-v1,image,ACC-4534,2025-11-17
EMB-10714,Summer Sale Window Display - Editorial Logo Lockup,"A technical illustration graphic-design showing a cross-section diagram of an HVAC system installation, with labeled components and airflow direction arrows. Created for engineering documentation purposes. Reference: Summer Sale Window Display - Editorial Logo Lockup.",BA-006926,openai-ada-002-multimodal,graphic-design,ACC-3134,2025-12-01
EMB-10715,Holiday Gift Display - Rustic Photo,"A graphic-design graphic-design featuring a spring collection promotional banner with pastel tones, floral motifs, and discount badge elements for e-commerce and email marketing campaigns. Title: Holiday Gift Display - Rustic Photo.",BA-007839,clip-vit-large-patch14-v1,graphic-design,ACC-2712,2025-12-06
EMB-10716,Pasta Dish Plated - Artisan Poster,"A technical illustration logo-vector showing a cross-section diagram of an HVAC system installation, with labeled components and airflow direction arrows. Created for engineering documentation purposes. Reference: Pasta Dish Plated - Artisan Poster.",BA-005748,clip-vit-large-patch14-v1,logo-vector,ACC-3345,2026-02-15
EMB-10717,Italian Food Spread - Editorial Template,"This graphic-design presents a flat-lay photograph of office stationery items including notebooks, pens, and sticky notes arranged on a white surface. Generic business lifestyle imagery for unspecified corporate use. Asset: Italian Food Spread - Editorial Template.",BA-002698,openai-ada-002-multimodal,graphic-design,ACC-5334,2026-02-19
EMB-10718,Spring Fashion Flatlay - Warm Illustration,"A spring collection lookbook flatlay featuring boutique apparel laid out in an editorial style, with pastel color palette and soft natural lighting. This document-visual serves as a fashion photo for seasonal campaign and social proof content. Referenced: Spring Fashion Flatlay - Warm Illustration.",BA-002698,openai-ada-002-multimodal,document-visual,ACC-3278,2026-02-07
EMB-10719,Spring Collection Lookbook - Rustic Logo Lockup,"This image showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Spring Collection Lookbook - Rustic Logo Lockup.",BA-003405,openai-ada-002-multimodal,image,ACC-1001,2025-12-28
EMB-10720,Email Header Graphic - Soft Banner,"This graphic-design features culinary imagery of a plated salad bowl captured overhead with natural lighting and artisan styling, suitable for use in campaign visual content and point-of-sale signage across restaurant channels. Asset reference: Email Header Graphic - Soft Banner.",BA-003405,clip-vit-base-patch32-v2,graphic-design,ACC-5534,2025-12-29
EMB-10721,Spring Collection Lookbook - Artisan Video Still,"This document-visual presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Spring Collection Lookbook - Artisan Video Still.",BA-003405,clip-vit-large-patch14-v1,document-visual,ACC-2712,2026-01-13
EMB-10722,Seasonal Campaign Visual - Editorial Photo,"This graphic-design showcases an Instagram story template design with bold geometric frames, brand color palette, and placeholder text zones for campaign visual content deployment. Title: Seasonal Campaign Visual - Editorial Photo.",BA-006166,clip-vit-base-patch32-v2,graphic-design,ACC-2712,2025-11-13
EMB-10723,Discount Badge Graphic - Warm Poster,"This graphic-design showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Discount Badge Graphic - Warm Poster.",BA-005560,google-multimodal-embed-v1,graphic-design,ACC-2345,2026-02-04
EMB-10724,Loyalty Card Design - Warm Graphic,"This graphic-design showcases an Instagram story template design with bold geometric frames, brand color palette, and placeholder text zones for campaign visual content deployment. Title: Loyalty Card Design - Warm Graphic.",BA-003735,clip-vit-large-patch14-v1,graphic-design,ACC-2345,2026-01-31
EMB-10725,Spring Collection Lookbook - Bold Template,"This logo-vector presents a case study visual with data visualization overlays and branded typography, serving as visual identity collateral for B2B marketing and client presentation decks. Asset reference: Spring Collection Lookbook - Bold Template.",BA-003735,google-multimodal-embed-v1,logo-vector,ACC-5678,2026-01-23
EMB-10726,Apparel Product Flatlay - Rustic Collateral,"A lifestyle graphic-design capturing a customer testimonial scene in a coffee shop setting, with warm ambient lighting and branded environmental signage visible in the background. Reference: Apparel Product Flatlay - Rustic Collateral.",BA-003735,clip-vit-base-patch32-v2,graphic-design,ACC-2712,2025-12-30
EMB-10727,Apparel Product Flatlay - Warm Photo,"A logo-vector logo-vector featuring a simplified icon lockup for a coffee brand, rendered in scalable format for use across coffee shop signage, loyalty cards, and digital brand identity applications. Title: Apparel Product Flatlay - Warm Photo.",BA-002056,clip-vit-base-patch32-v2,logo-vector,ACC-5678,2026-01-12
EMB-10728,Pasta Dish Plated - Branded Template,"A nature photography video-frame featuring a mountain landscape at golden hour, with wide-angle composition and atmospheric haze effects. The image serves as a generic stock visual for travel and wellness content. Asset: Pasta Dish Plated - Branded Template.",BA-002056,clip-vit-base-patch32-v2,video-frame,ACC-3134,2026-01-02
EMB-10729,Instagram Story Template - Bold Video Still,"A nature photography document-visual featuring a mountain landscape at golden hour, with wide-angle composition and atmospheric haze effects. The image serves as a generic stock visual for travel and wellness content. Asset: Instagram Story Template - Bold Video Still.",BA-007750,clip-vit-large-patch14-v1,document-visual,ACC-2112,2026-03-09
EMB-10730,Coffee Cup Close-Up - Lifestyle Poster,"This graphic-design showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Coffee Cup Close-Up - Lifestyle Poster.",BA-007750,clip-vit-large-patch14-v1,graphic-design,ACC-4234,2026-01-06
EMB-10731,Loyalty Card Design - Saturated Illustration,"This image depicts three logo variations for a coffee shop brand, featuring the primary wordmark, a circular badge version, and a simplified icon lockup, all rendered in warm earth tones suitable for menu boards and loyalty cards. The document-visual asset showcases the brand identity collateral in a clean layout ideal for discovery across digital and print channels. Referenced asset: Loyalty Card Design - Saturated Illustration.",BA-004859,clip-vit-base-patch32-v2,document-visual,ACC-1001,2026-01-18
EMB-10732,Property Photo Exterior - Clean Badge,"A graphic-design depicting a scientific infographic about cellular biology, featuring labeled diagrams of cell structures and process flow annotations. Created for educational content and medical publication use. Asset: Property Photo Exterior - Clean Badge.",BA-001532,clip-vit-base-patch32-v2,graphic-design,ACC-4534,2025-12-24
EMB-10733,Discount Badge Graphic - Soft Collateral,"A stock photo depicting a generic open-plan office environment with natural light, collaborative workspaces, and unbranded technology equipment visible throughout. This graphic-design serves as a background asset for corporate presentations. Title: Discount Badge Graphic - Soft Collateral.",BA-003694,clip-vit-base-patch32-v2,graphic-design,ACC-3134,2026-03-07
EMB-10734,Holiday Gift Display - Candid Logo Lockup,"A image featuring a watercolor texture background in soft pastel tones, created as a decorative design element for greeting card and invitation templates. No brand-specific content is present. Title: Holiday Gift Display - Candid Logo Lockup.",BA-003984,clip-vit-base-patch32-v2,image,ACC-2712,2026-02-14
EMB-10735,Class Schedule Poster - Clean Poster,"A spring collection lookbook flatlay featuring boutique apparel laid out in an editorial style, with pastel color palette and soft natural lighting. This document-visual serves as a fashion photo for seasonal campaign and social proof content. Referenced: Class Schedule Poster - Clean Poster.",BA-005808,clip-vit-base-patch32-v2,document-visual,ACC-4234,2025-11-29
EMB-10736,Italian Food Spread - Artisan Banner,"This image presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Italian Food Spread - Artisan Banner.",BA-004519,clip-vit-large-patch14-v1,image,ACC-1001,2026-01-29
EMB-10737,Customer Smiling Testimonial - Lifestyle Badge,"This image depicts a customer testimonial quote graphic with a candid customer smiling portrait, overlaid with branded typography and social proof messaging. Designed for Instagram story and promotional banner use. Asset: Customer Smiling Testimonial - Lifestyle Badge.",BA-006548,openai-ada-002-multimodal,image,ACC-5534,2025-12-02
EMB-10738,Salad Bowl Overhead - Saturated Poster,"This image presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Salad Bowl Overhead - Saturated Poster.",BA-001095,clip-vit-large-patch14-v1,image,ACC-2712,2026-02-26
EMB-10739,Boutique Storefront - Candid Collateral,A visual identity collateral piece featuring logo lockup variations and color palette swatches rendered as a video-frame for brand discovery and asset management workflows. The layout supports multi-channel deployment. Title: Boutique Storefront - Candid Collateral.,BA-005603,openai-ada-002-multimodal,video-frame,ACC-4534,2025-11-28
EMB-10740,Italian Food Spread - Saturated Photo,"This document-visual presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Italian Food Spread - Saturated Photo.",BA-005603,openai-ada-002-multimodal,document-visual,ACC-4234,2026-03-08
EMB-10741,Email Header Graphic - Candid Collateral,"A video-frame depicting a scientific infographic about cellular biology, featuring labeled diagrams of cell structures and process flow annotations. Created for educational content and medical publication use. Asset: Email Header Graphic - Candid Collateral.",BA-005603,google-multimodal-embed-v1,video-frame,ACC-4234,2026-01-02
EMB-10742,Pasta Dish Plated - Warm Banner,A visual identity collateral piece featuring logo lockup variations and color palette swatches rendered as a image for brand discovery and asset management workflows. The layout supports multi-channel deployment. Title: Pasta Dish Plated - Warm Banner.,BA-007770,clip-vit-large-patch14-v1,image,ACC-2034,2026-02-01
EMB-10743,Menu Board Layout - Editorial Graphic,"This logo-vector captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Menu Board Layout - Editorial Graphic.",BA-004502,clip-vit-base-patch32-v2,logo-vector,ACC-4234,2025-12-08
EMB-10744,Restaurant Dining Scene - Product-Focused Badge,"This image captures a video still from a fitness studio workout session, featuring dynamic motion and branded overlay graphics for social media and promotional banner applications. Reference: Restaurant Dining Scene - Product-Focused Badge.",BA-001280,openai-ada-002-multimodal,image,ACC-4612,2026-01-03
EMB-10745,Email Header Graphic - Lifestyle Logo Lockup,"This logo-vector presents a minimalist black-and-white portrait photograph of an unidentified person in profile view, shot in a studio setting with dramatic side lighting. Generic editorial portrait for unspecified use. Reference: Email Header Graphic - Lifestyle Logo Lockup.",BA-001280,clip-vit-large-patch14-v1,logo-vector,ACC-1001,2026-01-09
EMB-10746,Seasonal Campaign Visual - Product-Focused Illustration,"A image featuring a watercolor texture background in soft pastel tones, created as a decorative design element for greeting card and invitation templates. No brand-specific content is present. Title: Seasonal Campaign Visual - Product-Focused Illustration.",BA-008997,clip-vit-base-patch32-v2,image,ACC-5534,2026-02-06
EMB-10747,Modern Kitchen Interior - Warm Collateral,A logo-vector featuring a time-lapse video still of a busy urban intersection with light trails from passing vehicles captured at night. Generic urban lifestyle content for unspecified editorial use. Reference: Modern Kitchen Interior - Warm Collateral.,BA-004287,openai-ada-002-multimodal,logo-vector,ACC-5678,2025-12-23
EMB-10748,Discount Badge Graphic - Warm Logo Lockup,"This graphic-design showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Discount Badge Graphic - Warm Logo Lockup.",BA-008834,clip-vit-base-patch32-v2,graphic-design,ACC-1001,2026-01-29
EMB-10749,Promotional Banner - Bold Illustration,"This video-frame presents a loyalty program graphic featuring a loyalty card design with brand identity elements, color palette swatches, and a logo lockup. The asset is intended for point-of-sale signage and digital loyalty program collateral. Asset: Promotional Banner - Bold Illustration.",BA-004151,clip-vit-large-patch14-v1,video-frame,ACC-5334,2025-12-28
EMB-10750,Property Photo Exterior - Candid Collateral,A holiday gift display photo featuring curated product arrangements with holiday sale signage and branded ribbon elements. This image is a seasonal campaign visual for email header graphics and point-of-sale displays. Title: Property Photo Exterior - Candid Collateral.,BA-006179,elastic-elser-v2-visual,image,ACC-4234,2026-02-22
EMB-10751,Fitness Class Action Shot - Bold Template,"This graphic-design presents a flat-lay photograph of office stationery items including notebooks, pens, and sticky notes arranged on a white surface. Generic business lifestyle imagery for unspecified corporate use. Asset: Fitness Class Action Shot - Bold Template.",BA-006772,elastic-elser-v2-visual,graphic-design,ACC-1001,2025-12-30
EMB-10752,Apparel Product Flatlay - Candid Poster,"This image presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Apparel Product Flatlay - Candid Poster.",BA-007360,openai-ada-002-multimodal,image,ACC-4234,2025-11-12
EMB-10753,Restaurant Dining Scene - Editorial Banner,"This video-frame showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Restaurant Dining Scene - Editorial Banner.",BA-007360,openai-ada-002-multimodal,video-frame,ACC-3089,2026-02-10
EMB-10754,Loyalty Card Design - Bold Photo,"This graphic-design showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Loyalty Card Design - Bold Photo.",BA-004351,elastic-elser-v2-visual,graphic-design,ACC-1001,2025-11-26
EMB-10755,Property Photo Exterior - Vibrant Photo,"A crisp product photo of an espresso cup on a marble surface, captured in a product-focused style for e-commerce imagery and promotional graphic use. This graphic-design highlights the coffee shop aesthetic with clean composition and warm lighting. Reference: Property Photo Exterior - Vibrant Photo.",BA-003653,clip-vit-large-patch14-v1,graphic-design,ACC-3634,2025-12-08
EMB-10756,Menu Board Layout - Clean Logo Lockup,"A crisp product photo of an espresso cup on a marble surface, captured in a product-focused style for e-commerce imagery and promotional graphic use. This document-visual highlights the coffee shop aesthetic with clean composition and warm lighting. Reference: Menu Board Layout - Clean Logo Lockup.",BA-006052,clip-vit-base-patch32-v2,document-visual,ACC-4234,2026-01-10
EMB-10757,Boutique Storefront - Branded Logo Lockup,"This image presents a case study visual with data visualization overlays and branded typography, serving as visual identity collateral for B2B marketing and client presentation decks. Asset reference: Boutique Storefront - Branded Logo Lockup.",BA-006842,clip-vit-large-patch14-v1,image,ACC-3278,2026-01-31
EMB-10758,Espresso Bar Setup - Artisan Video Still,"A document-style graphic-design presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Espresso Bar Setup - Artisan Video Still.",BA-006842,clip-vit-base-patch32-v2,graphic-design,ACC-5467,2026-03-03
EMB-10759,Email Header Graphic - Warm Illustration,"A product-focused document-visual featuring an espresso bar setup with branded cups, equipment, and menu board visible in the background, shot for coffee shop marketing and hospitality brand discovery. Asset: Email Header Graphic - Warm Illustration.",BA-001043,clip-vit-base-patch32-v2,document-visual,ACC-1723,2025-12-07
EMB-10760,Spring Fashion Flatlay - Minimal Photo,"A document-style graphic-design presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Spring Fashion Flatlay - Minimal Photo.",BA-001043,clip-vit-large-patch14-v1,graphic-design,ACC-3345,2026-02-09
EMB-10761,Modern Kitchen Interior - Branded Graphic,A graphic-design featuring a time-lapse video still of a busy urban intersection with light trails from passing vehicles captured at night. Generic urban lifestyle content for unspecified editorial use. Reference: Modern Kitchen Interior - Branded Graphic.,BA-001043,google-multimodal-embed-v1,graphic-design,ACC-2034,2025-12-06
EMB-10762,Instagram Story Template - Product-Focused Collateral,"This image depicts a data dashboard screenshot with bar charts, pie graphs, and KPI metric cards in a SaaS analytics interface. The visual is used for software product documentation and UI design reference. Title: Instagram Story Template - Product-Focused Collateral.",BA-004467,openai-ada-002-multimodal,image,ACC-2801,2026-02-09
EMB-10763,Property Photo Exterior - Artisan Poster,"A nature photography logo-vector featuring a mountain landscape at golden hour, with wide-angle composition and atmospheric haze effects. The image serves as a generic stock visual for travel and wellness content. Asset: Property Photo Exterior - Artisan Poster.",BA-003640,openai-ada-002-multimodal,logo-vector,ACC-2712,2026-01-12
EMB-10764,Spring Fashion Flatlay - Minimal Graphic,"This image showcases lifestyle imagery from a boutique storefront environment, capturing the ambiance and apparel display in a warm, branded editorial style. Suitable for seasonal campaign and social media use. Referenced asset: Spring Fashion Flatlay - Minimal Graphic.",BA-008278,clip-vit-large-patch14-v1,image,ACC-1334,2025-12-19
EMB-10765,Coffee Shop Signage - Clean Badge,"A graphic-design video-frame featuring a spring collection promotional banner with pastel tones, floral motifs, and discount badge elements for e-commerce and email marketing campaigns. Title: Coffee Shop Signage - Clean Badge.",BA-006239,clip-vit-base-patch32-v2,video-frame,ACC-5534,2025-12-14
EMB-10766,Coffee Cup Close-Up - Clean Template,"A vibrant promotional banner graphic for a summer promotion campaign, featuring bold typography, a discount badge overlay, and lifestyle imagery of a coffee shop storefront. This graphic-design is designed as an Instagram story template and email header graphic for seasonal campaign use. See also: Coffee Cup Close-Up - Clean Template.",BA-005711,openai-ada-002-multimodal,graphic-design,ACC-3345,2026-01-08
EMB-10767,Modern Kitchen Interior - Saturated Template,"A logo-vector featuring a watercolor texture background in soft pastel tones, created as a decorative design element for greeting card and invitation templates. No brand-specific content is present. Title: Modern Kitchen Interior - Saturated Template.",BA-001709,clip-vit-large-patch14-v1,logo-vector,ACC-5134,2026-01-02
EMB-10768,Promotional Banner - Minimal Graphic,"This logo-vector presents a flat-lay photograph of office stationery items including notebooks, pens, and sticky notes arranged on a white surface. Generic business lifestyle imagery for unspecified corporate use. Asset: Promotional Banner - Minimal Graphic.",BA-001147,clip-vit-large-patch14-v1,logo-vector,ACC-1001,2026-01-25
EMB-10769,Pasta Dish Plated - Soft Video Still,"This image captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Pasta Dish Plated - Soft Video Still.",BA-002865,clip-vit-base-patch32-v2,image,ACC-3134,2026-02-12
EMB-10770,Espresso Bar Setup - Soft Logo Lockup,"A logo-vector depicting a scientific infographic about cellular biology, featuring labeled diagrams of cell structures and process flow annotations. Created for educational content and medical publication use. Asset: Espresso Bar Setup - Soft Logo Lockup.",BA-002865,google-multimodal-embed-v1,logo-vector,ACC-4234,2025-12-01
EMB-10771,Spring Fashion Flatlay - Warm Photo,"A product-focused video-frame featuring an espresso bar setup with branded cups, equipment, and menu board visible in the background, shot for coffee shop marketing and hospitality brand discovery. Asset: Spring Fashion Flatlay - Warm Photo.",BA-007901,clip-vit-large-patch14-v1,video-frame,ACC-5534,2026-02-14
EMB-10772,Quote Graphic Social Proof - Minimal Badge,"This graphic-design presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Quote Graphic Social Proof - Minimal Badge.",BA-007901,clip-vit-large-patch14-v1,graphic-design,ACC-4234,2026-02-04
EMB-10773,Fitness Class Action Shot - Editorial Banner,"A image depicting a children's book illustration style artwork featuring cartoon animals in a forest setting, rendered in bright primary colors. Created for educational publishing and youth content. Title: Fitness Class Action Shot - Editorial Banner.",BA-008036,clip-vit-large-patch14-v1,image,ACC-1042,2026-02-05
EMB-10774,Brand Identity Collateral - Saturated Poster,"A lifestyle video-frame capturing a customer testimonial scene in a coffee shop setting, with warm ambient lighting and branded environmental signage visible in the background. Reference: Brand Identity Collateral - Saturated Poster.",BA-008036,clip-vit-base-patch32-v2,video-frame,ACC-4234,2025-11-18
EMB-10775,Holiday Gift Display - Rustic Collateral,"A image depicting a scientific infographic about cellular biology, featuring labeled diagrams of cell structures and process flow annotations. Created for educational content and medical publication use. Asset: Holiday Gift Display - Rustic Collateral.",BA-004678,clip-vit-large-patch14-v1,image,ACC-5534,2025-11-26
EMB-10776,Salad Bowl Overhead - Product-Focused Logo Lockup,"This graphic-design captures a video still from a fitness studio workout session, featuring dynamic motion and branded overlay graphics for social media and promotional banner applications. Reference: Salad Bowl Overhead - Product-Focused Logo Lockup.",BA-004678,clip-vit-base-patch32-v2,graphic-design,ACC-2112,2025-11-20
EMB-10777,Property Photo Exterior - Vibrant Logo Lockup,"A graphic-design featuring a watercolor texture background in soft pastel tones, created as a decorative design element for greeting card and invitation templates. No brand-specific content is present. Title: Property Photo Exterior - Vibrant Logo Lockup.",BA-006225,google-multimodal-embed-v1,graphic-design,ACC-4534,2025-11-22
EMB-10778,Loyalty Card Design - Editorial Template,"A graphic-design image featuring a spring collection promotional banner with pastel tones, floral motifs, and discount badge elements for e-commerce and email marketing campaigns. Title: Loyalty Card Design - Editorial Template.",BA-004005,clip-vit-base-patch32-v2,image,ACC-3345,2026-03-09
EMB-10779,Spring Fashion Flatlay - Minimal Video Still,"This graphic-design presents a case study visual with data visualization overlays and branded typography, serving as visual identity collateral for B2B marketing and client presentation decks. Asset reference: Spring Fashion Flatlay - Minimal Video Still.",BA-004005,clip-vit-large-patch14-v1,graphic-design,ACC-4112,2026-02-04
EMB-10780,Discount Badge Graphic - Clean Logo Lockup,"A stock photo depicting a generic open-plan office environment with natural light, collaborative workspaces, and unbranded technology equipment visible throughout. This logo-vector serves as a background asset for corporate presentations. Title: Discount Badge Graphic - Clean Logo Lockup.",BA-004089,clip-vit-large-patch14-v1,logo-vector,ACC-1042,2026-02-13
