asset_id,asset_title,asset_description,asset_type,content_category,business_vertical,campaign_theme,color_palette_tags,file_format,owner_account_id,is_active,upload_date,reuse_count,aspect_ratio
BA-100726,Local Business Logo - Quick Sale,This Logo is a general-purpose design template available for General Small Business use cases. The electric-neon color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Flash Sale campaign classification for archival purposes.,Logo,Brand Identity,General Small Business,Flash Sale,"['electric-neon', 'fresh-green-white']",PNG,ACC-1017,False,2025-11-15,7,9:16
BA-100727,Clothing Boutique Signage - Holiday Deals,This Signage represents a draft-stage design asset for Fashion & Apparel stakeholders. The bold-red-gold palette was specified in the creative brief but has not been finalized. It is catalogued under Holiday Sale pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Signage,Food & Beverage Imagery,Fashion & Apparel,Holiday Sale,['bold-red-gold'],PNG,ACC-1004,True,2026-02-09,2,2:3
BA-100728,Small Business Product Photo - Influencer Feature,"This Product Photo supports General Small Business promotional content needs within the Influencer Collab campaign framework. Rendered in a sky-blue-white color scheme, it provides a flexible marketing graphic that adapts to various formats. The asset functions as visual collateral for social content, email campaigns, and physical display materials. Brand materials of this type are optimized for high reuse across seasonal and evergreen campaign cycles.",Product Photo,Seasonal Promotion,General Small Business,Influencer Collab,['sky-blue-white'],JPEG,ACC-1038,True,2025-12-20,18,9:16
BA-100729,Bookstore Signage - Flash Deal,"A versatile Signage crafted for Retail & E-commerce businesses, this asset anchors the Flash Sale campaign with a bold sky-blue-white aesthetic. It encompasses logo variations, loyalty card graphics, and promotional banner formats for both digital and physical signage. Coffee shop signage, modern kitchen imagery, and spring collection themes are woven into the visual identity. The asset supports email marketing, menu board display, and brand refresh initiatives simultaneously.",Signage,Seasonal Promotion,Retail & E-commerce,Flash Sale,['sky-blue-white'],JPEG,ACC-1003,False,2026-01-04,0,9:16
BA-100730,Salon Product Photo - VIP Perks,"This Product Photo supports Healthcare & Beauty promotional content needs within the Loyalty Program campaign framework. Rendered in a warm-earth-tones color scheme, it provides a flexible marketing graphic that adapts to various formats. The asset functions as visual collateral for social content, email campaigns, and physical display materials. Brand materials of this type are optimized for high reuse across seasonal and evergreen campaign cycles.",Product Photo,Event & Campaign,Healthcare & Beauty,Loyalty Program,"['warm-earth-tones', 'forest-green-gold', 'electric-neon']",PNG,ACC-1027,True,2026-01-10,2,1:1
BA-100731,Bed & Breakfast Social Media Graphic - Brunch Vibes,"This Social Media Graphic asset serves as a foundational piece of brand identity for Hospitality operations running a Weekend Brunch Series initiative. Featuring a navy-gold-premium color scheme, it is optimized for Instagram story template use and social media graphic deployment. The design incorporates customer testimonial elements, discount badge overlays, and email template header formats. Supports multimodal content types including video clip and product photo integrations for omnichannel campaigns.",Social Media Graphic,Lifestyle & Editorial,Hospitality,Weekend Brunch Series,['navy-gold-premium'],JPEG,ACC-1007,False,2025-12-17,10,1:1
BA-100732,Software Company Promotional Banner - New Location,This Promotional Banner represents a draft-stage design asset for SaaS & Technology stakeholders. The forest-green-gold palette was specified in the creative brief but has not been finalized. It is catalogued under New Location Launch pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Promotional Banner,Loyalty & Rewards,SaaS & Technology,New Location Launch,['forest-green-gold'],SVG,ACC-1013,False,2025-12-19,15,1:1
BA-100733,Food Truck Business Card - Customer Love,An archived Business Card resource associated with Food & Beverage operations and the Customer Testimonial Campaign initiative. Color tagging reflects the charcoal-white-minimal palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Business Card,Product Showcase,Food & Beverage,Customer Testimonial Campaign,['charcoal-white-minimal'],JPEG,ACC-1010,True,2026-02-05,61,4:5
BA-100734,Home Listings Logo - Anniversary Special,This Logo is a general-purpose design template available for Real Estate use cases. The bright-citrus-yellow color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Anniversary Celebration campaign classification for archival purposes.,Logo,Loyalty & Rewards,Real Estate,Anniversary Celebration,['bright-citrus-yellow'],PNG,ACC-1005,True,2026-01-19,5,16:9
BA-100735,Apparel Label Loyalty Card - VIP Perks,This Loyalty Card is a general-purpose design template available for Fashion & Apparel use cases. The warm-earth-tones color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Loyalty Program campaign classification for archival purposes.,Loyalty Card,Lifestyle & Editorial,Fashion & Apparel,Loyalty Program,"['warm-earth-tones', 'forest-green-gold', 'pastel-spring']",PNG,ACC-1002,True,2025-12-13,1,9:16
BA-100736,Bed & Breakfast Promotional Banner - New Look,An archived Promotional Banner resource associated with Hospitality operations and the Brand Refresh initiative. Color tagging reflects the charcoal-white-minimal palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Promotional Banner,Seasonal Promotion,Hospitality,Brand Refresh,['charcoal-white-minimal'],MP4,ACC-1035,True,2025-11-14,39,4:5
BA-100737,Local Business Menu Board - Flash Deal,Generic Menu Board template stored in the asset library for General Small Business account holders. The cool-blue-silver palette designation was auto-assigned during the upload workflow. This asset is classified under Flash Sale for reporting and filtering purposes. Content has not been reviewed for active campaign deployment at this time.,Menu Board,Food & Beverage Imagery,General Small Business,Flash Sale,"['cool-blue-silver', 'fresh-green-white']",GIF,ACC-1034,True,2026-01-20,7,16:9
BA-100738,Coffee Shop GIF Animation - Today Only,"This GIF Animation supports Food & Beverage promotional content needs within the Flash Sale campaign framework. Rendered in a monochrome-black-white color scheme, it provides a flexible marketing graphic that adapts to various formats. The asset functions as visual collateral for social content, email campaigns, and physical display materials. Brand materials of this type are optimized for high reuse across seasonal and evergreen campaign cycles.",GIF Animation,Seasonal Promotion,Food & Beverage,Flash Sale,"['monochrome-black-white', 'lavender-lilac', 'forest-green-gold']",SVG,ACC-1012,True,2026-01-25,15,4:3
BA-100739,Pizzeria Loyalty Card - Happy Clients,An archived Loyalty Card resource associated with Food & Beverage operations and the Customer Testimonial Campaign initiative. Color tagging reflects the forest-green-gold palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Loyalty Card,Product Showcase,Food & Beverage,Customer Testimonial Campaign,"['forest-green-gold', 'vibrant-tropical']",GIF,ACC-1012,True,2026-02-04,1,1:1
BA-100740,Gym Loyalty Card - School Season,This Loyalty Card is a general-purpose design template available for Fitness & Wellness use cases. The bright-citrus-yellow color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Back to School campaign classification for archival purposes.,Loyalty Card,Lifestyle & Editorial,Fitness & Wellness,Back to School,['bright-citrus-yellow'],SVG,ACC-1005,False,2026-02-07,17,9:16
BA-100741,App Brand Loyalty Card - Limited Time Offer,"A polished Loyalty Card asset tailored for SaaS & Technology use cases, aligned with the Flash Sale campaign narrative. The cool-blue-silver color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Loyalty Card,Food & Beverage Imagery,SaaS & Technology,Flash Sale,['cool-blue-silver'],MP4,ACC-1041,True,2026-01-15,8,1:1
BA-100742,Pizzeria Product Photo - Brand Evolution,"A polished Product Photo asset tailored for Food & Beverage use cases, aligned with the Brand Refresh campaign narrative. The deep-burgundy-cream color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Product Photo,Product Showcase,Food & Beverage,Brand Refresh,"['deep-burgundy-cream', 'lavender-lilac', 'cool-blue-silver']",JPEG,ACC-1015,False,2026-01-07,39,16:9
BA-100743,Realty Firm Signage - Customer Love,"Designed as a flagship Signage for Real Estate brands, this piece integrates brand identity principles with Customer Testimonial Campaign campaign goals. The rich-chocolate-caramel palette reinforces seasonal promotion messaging including summer promotion and holiday sale themes. It includes quote graphic overlays, customer testimonial campaign visuals, and loyalty program badge elements. Optimized for Instagram story template dimensions and social media graphic repurposing across platforms.",Signage,Product Showcase,Real Estate,Customer Testimonial Campaign,['rich-chocolate-caramel'],JPEG,ACC-1047,True,2026-03-09,27,4:5
BA-100744,Real Estate Agency Instagram Story Template - Just Launched,"A campaign-ready Instagram Story Template developed for Real Estate businesses participating in Product Launch initiatives. The charcoal-white-minimal palette drives visual cohesion across this suite of promotional content and brand materials. This marketing graphic is engineered for multi-channel deployment, from social content to email marketing assets. It reflects current design standards for business signage and digital visual collateral in competitive verticals.",Instagram Story Template,Business Operations,Real Estate,Product Launch,"['charcoal-white-minimal', 'blush-rose-gold']",JPEG,ACC-1009,True,2026-02-09,3,16:9
BA-100745,Neighborhood Store Class Schedule - Refreshed Identity,A standard Class Schedule asset catalogued under the General Small Business vertical for organizational reference. Color properties follow the warm-earth-tones specification noted during the asset intake process. This file was uploaded as part of a batch import and assigned to the Brand Refresh campaign grouping. No additional design customization was applied beyond baseline template defaults.,Class Schedule,Product Showcase,General Small Business,Brand Refresh,"['warm-earth-tones', 'sunset-orange-coral']",PNG,ACC-1004,True,2025-12-30,7,16:9
BA-100746,Neighborhood Store Video Clip - Today Only,"A campaign-ready Video Clip developed for General Small Business businesses participating in Flash Sale initiatives. The vibrant-tropical palette drives visual cohesion across this suite of promotional content and brand materials. This marketing graphic is engineered for multi-channel deployment, from social content to email marketing assets. It reflects current design standards for business signage and digital visual collateral in competitive verticals.",Video Clip,Product Showcase,General Small Business,Flash Sale,['vibrant-tropical'],PNG,ACC-1001,False,2025-12-11,7,9:16
BA-100747,Spa Email Template Header - Customer Love,"This Email Template Header was created to support Healthcare & Beauty marketing efforts during the Customer Testimonial Campaign campaign period. Using a warm-earth-tones visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Email Template Header,Email Marketing,Healthcare & Beauty,Customer Testimonial Campaign,"['warm-earth-tones', 'bold-red-gold']",SVG,ACC-1012,True,2025-12-17,5,3:2
BA-100748,Gift Shop Business Card - Valentine's Day,"A polished Business Card asset tailored for Retail & E-commerce use cases, aligned with the Valentine's Day Special campaign narrative. The sunset-orange-coral color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Business Card,Lifestyle & Editorial,Retail & E-commerce,Valentine's Day Special,"['sunset-orange-coral', 'electric-neon']",PDF,ACC-1046,True,2025-11-20,1,4:5
BA-100749,Gym GIF Animation - Loyalty Rewards,This GIF Animation is a general-purpose design template available for Fitness & Wellness use cases. The lavender-lilac color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Loyalty Program campaign classification for archival purposes.,GIF Animation,Event & Campaign,Fitness & Wellness,Loyalty Program,"['lavender-lilac', 'blush-rose-gold']",PNG,ACC-1003,True,2025-12-11,0,3:2
BA-100750,Bakery Promotional Banner - Happy Hour,"Built for Food & Beverage brands executing a Happy Hour Promo strategy, this Promotional Banner delivers clean visual collateral with a lavender-lilac palette. The asset is structured to serve as adaptable brand material for multiple marketing channels. Campaign assets like this one are designed for reuse across promotional content cycles. The layout supports both static and animated deployment as a marketing graphic or business signage piece.",Promotional Banner,Food & Beverage Imagery,Food & Beverage,Happy Hour Promo,"['lavender-lilac', 'muted-sage-taupe', 'bold-red-gold']",MP4,ACC-1005,False,2025-12-17,13,3:2
BA-100751,Yoga Studio Promotional Banner - Celebrating Years,Generic Promotional Banner template stored in the asset library for Fitness & Wellness account holders. The muted-sage-taupe palette designation was auto-assigned during the upload workflow. This asset is classified under Anniversary Celebration for reporting and filtering purposes. Content has not been reviewed for active campaign deployment at this time.,Promotional Banner,Seasonal Promotion,Fitness & Wellness,Anniversary Celebration,['muted-sage-taupe'],PNG,ACC-1041,True,2026-01-03,7,1:1
BA-100752,Cafe Video Clip - Brunch Menu,This Video Clip represents a draft-stage design asset for Food & Beverage stakeholders. The blush-rose-gold palette was specified in the creative brief but has not been finalized. It is catalogued under Weekend Brunch Series pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Video Clip,Product Showcase,Food & Beverage,Weekend Brunch Series,['blush-rose-gold'],MP4,ACC-1003,True,2026-02-14,6,9:16
BA-100753,Sushi Bar Quote Graphic - Love & Romance,"A campaign-ready Quote Graphic developed for Food & Beverage businesses participating in Valentine's Day Special initiatives. The warm-earth-tones palette drives visual cohesion across this suite of promotional content and brand materials. This marketing graphic is engineered for multi-channel deployment, from social content to email marketing assets. It reflects current design standards for business signage and digital visual collateral in competitive verticals.",Quote Graphic,Email Marketing,Food & Beverage,Valentine's Day Special,"['warm-earth-tones', 'bold-red-gold', 'fresh-green-white']",PDF,ACC-1017,True,2026-03-01,20,3:2
BA-100754,Italian Kitchen Flyer - Winter Warmup,"A polished Flyer asset tailored for Food & Beverage use cases, aligned with the Winter Warmth campaign narrative. The electric-neon color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Flyer,Event & Campaign,Food & Beverage,Winter Warmth,['electric-neon'],PNG,ACC-1001,True,2025-12-29,15,16:9
BA-100755,Boutique Video Clip - Drink Specials,A standard Video Clip asset catalogued under the Retail & E-commerce vertical for organizational reference. Color properties follow the warm-earth-tones specification noted during the asset intake process. This file was uploaded as part of a batch import and assigned to the Happy Hour Promo campaign grouping. No additional design customization was applied beyond baseline template defaults.,Video Clip,Event & Campaign,Retail & E-commerce,Happy Hour Promo,"['warm-earth-tones', 'fresh-green-white']",PNG,ACC-1010,True,2026-01-15,12,1:1
BA-100756,Tech Startup Quote Graphic - VIP Perks,"A versatile Quote Graphic crafted for SaaS & Technology businesses, this asset anchors the Loyalty Program campaign with a bold monochrome-black-white aesthetic. It encompasses logo variations, loyalty card graphics, and promotional banner formats for both digital and physical signage. Coffee shop signage, modern kitchen imagery, and spring collection themes are woven into the visual identity. The asset supports email marketing, menu board display, and brand refresh initiatives simultaneously.",Quote Graphic,Business Operations,SaaS & Technology,Loyalty Program,"['monochrome-black-white', 'rich-chocolate-caramel', 'vibrant-tropical']",SVG,ACC-1027,True,2025-11-21,0,4:5
BA-100757,CrossFit Box Quote Graphic - Green Initiative,"This Quote Graphic was created to support Fitness & Wellness marketing efforts during the Sustainability Initiative campaign period. Using a muted-sage-taupe visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Quote Graphic,Event & Campaign,Fitness & Wellness,Sustainability Initiative,"['muted-sage-taupe', 'fresh-green-white']",PNG,ACC-1044,True,2025-12-24,1,1:1
BA-100758,Wellness Center Menu Board - Spring Refresh,"This Menu Board was created to support Fitness & Wellness marketing efforts during the Spring Collection campaign period. Using a vibrant-tropical visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Menu Board,Email Marketing,Fitness & Wellness,Spring Collection,"['vibrant-tropical', 'charcoal-white-minimal']",SVG,ACC-1002,True,2026-01-06,5,4:5
BA-100759,Local Business Infographic - Resolution Ready,"This Infographic asset serves as a foundational piece of brand identity for General Small Business operations running a New Year New You initiative. Featuring a cool-blue-silver color scheme, it is optimized for Instagram story template use and social media graphic deployment. The design incorporates customer testimonial elements, discount badge overlays, and email template header formats. Supports multimodal content types including video clip and product photo integrations for omnichannel campaigns.",Infographic,Customer Testimonial,General Small Business,New Year New You,"['cool-blue-silver', 'sky-blue-white', 'warm-earth-tones']",JPEG,ACC-1003,True,2025-12-09,18,4:3
BA-100760,Online Store Quote Graphic - New Arrival,"A high-impact Quote Graphic built for Retail & E-commerce marketing, showcasing Italian food and pasta imagery within a monochrome-black-white visual theme. This brand asset supports menu board design, restaurant dining collateral, and promotional banner placements. The asset includes logo variations aligned with the Product Launch campaign and is suited for food and beverage imagery across social media graphic formats. Designed to drive engagement through loyalty program graphics and seasonal campaign messaging.",Quote Graphic,Brand Identity,Retail & E-commerce,Product Launch,"['monochrome-black-white', 'bright-citrus-yellow']",SVG,ACC-1012,False,2026-01-21,2,9:16
BA-100761,Home Goods Store Event Poster - Opening Day,"This Event Poster is a core brand identity asset designed for Retail & E-commerce businesses, featuring forest-green-gold color palette. It includes logo variations and menu board layouts optimized for New Location Launch campaigns. The collateral supports food and beverage signage, loyalty program graphics, and Instagram story templates. Ideal for seasonal promotions including summer promotion and holiday sale contexts across digital and print channels.",Event Poster,Business Operations,Retail & E-commerce,New Location Launch,"['forest-green-gold', 'rich-chocolate-caramel', 'pastel-spring']",SVG,ACC-1003,True,2026-02-19,3,1:1
BA-100762,Fashion Brand Video Clip - Hot Summer Deals,This Video Clip represents a draft-stage design asset for Fashion & Apparel stakeholders. The sunset-orange-coral palette was specified in the creative brief but has not been finalized. It is catalogued under Summer Promotion pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Video Clip,Product Showcase,Fashion & Apparel,Summer Promotion,['sunset-orange-coral'],JPEG,ACC-1011,True,2025-11-22,5,16:9
BA-100763,Italian Kitchen Social Media Graphic - Spring Awakening,"This Social Media Graphic supports Food & Beverage promotional content needs within the Spring Collection campaign framework. Rendered in a vibrant-tropical color scheme, it provides a flexible marketing graphic that adapts to various formats. The asset functions as visual collateral for social content, email campaigns, and physical display materials. Brand materials of this type are optimized for high reuse across seasonal and evergreen campaign cycles.",Social Media Graphic,Product Showcase,Food & Beverage,Spring Collection,['vibrant-tropical'],JPEG,ACC-1005,True,2025-12-09,1,1.91:1
BA-100764,Hotel Instagram Story Template - Grand Opening,"Built for Hospitality brands executing a New Location Launch strategy, this Instagram Story Template delivers clean visual collateral with a bright-citrus-yellow palette. The asset is structured to serve as adaptable brand material for multiple marketing channels. Campaign assets like this one are designed for reuse across promotional content cycles. The layout supports both static and animated deployment as a marketing graphic or business signage piece.",Instagram Story Template,Loyalty & Rewards,Hospitality,New Location Launch,"['bright-citrus-yellow', 'cool-blue-silver']",PNG,ACC-1003,True,2025-12-23,10,16:9
BA-100765,Boutique Menu Board - Holiday Special,Generic Menu Board template stored in the asset library for Retail & E-commerce account holders. The deep-burgundy-cream palette designation was auto-assigned during the upload workflow. This asset is classified under Holiday Sale for reporting and filtering purposes. Content has not been reviewed for active campaign deployment at this time.,Menu Board,Seasonal Promotion,Retail & E-commerce,Holiday Sale,['deep-burgundy-cream'],PNG,ACC-1012,False,2026-02-16,0,1:1
BA-100766,Software Company Email Template Header - Authentic Italian,"This Email Template Header was created to support SaaS & Technology marketing efforts during the Italian Cuisine Feature campaign period. Using a electric-neon visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Email Template Header,Customer Testimonial,SaaS & Technology,Italian Cuisine Feature,['electric-neon'],PDF,ACC-1029,True,2026-02-12,0,16:9
BA-100767,Neighborhood Store Promotional Banner - School Season,"A polished Promotional Banner asset tailored for General Small Business use cases, aligned with the Back to School campaign narrative. The monochrome-black-white color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Promotional Banner,Food & Beverage Imagery,General Small Business,Back to School,['monochrome-black-white'],PSD,ACC-1012,True,2025-12-23,1,2:3
BA-100768,Bakery Class Schedule - Pasta Night,"A high-impact Class Schedule built for Food & Beverage marketing, showcasing Italian food and pasta imagery within a charcoal-white-minimal visual theme. This brand asset supports menu board design, restaurant dining collateral, and promotional banner placements. The asset includes logo variations aligned with the Italian Cuisine Feature campaign and is suited for food and beverage imagery across social media graphic formats. Designed to drive engagement through loyalty program graphics and seasonal campaign messaging.",Class Schedule,Food & Beverage Imagery,Food & Beverage,Italian Cuisine Feature,['charcoal-white-minimal'],AI,ACC-1039,True,2026-01-08,13,4:5
BA-100769,Fitness Studio Promotional Banner - Opening Day,"A polished Promotional Banner asset tailored for Fitness & Wellness use cases, aligned with the New Location Launch campaign narrative. The sunset-orange-coral color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Promotional Banner,Brand Identity,Fitness & Wellness,New Location Launch,['sunset-orange-coral'],PNG,ACC-1049,True,2026-02-16,6,1:1
BA-100770,App Brand Instagram Story Template - VIP Perks,Generic Instagram Story Template template stored in the asset library for SaaS & Technology account holders. The warm-earth-tones palette designation was auto-assigned during the upload workflow. This asset is classified under Loyalty Program for reporting and filtering purposes. Content has not been reviewed for active campaign deployment at this time.,Instagram Story Template,Customer Testimonial,SaaS & Technology,Loyalty Program,['warm-earth-tones'],PNG,ACC-1018,True,2026-02-03,48,16:9
BA-100771,Wellness Center Social Media Graphic - Cold Weather Comfort,A standard Social Media Graphic asset catalogued under the Fitness & Wellness vertical for organizational reference. Color properties follow the monochrome-black-white specification noted during the asset intake process. This file was uploaded as part of a batch import and assigned to the Winter Warmth campaign grouping. No additional design customization was applied beyond baseline template defaults.,Social Media Graphic,Product Showcase,Fitness & Wellness,Winter Warmth,"['monochrome-black-white', 'bright-citrus-yellow', 'rich-chocolate-caramel']",PNG,ACC-1025,True,2025-11-16,0,16:9
BA-100772,Yoga Studio Email Template Header - Community Love,"Built for Fitness & Wellness brands executing a Community Spotlight strategy, this Email Template Header delivers clean visual collateral with a deep-burgundy-cream palette. The asset is structured to serve as adaptable brand material for multiple marketing channels. Campaign assets like this one are designed for reuse across promotional content cycles. The layout supports both static and animated deployment as a marketing graphic or business signage piece.",Email Template Header,Social Media Content,Fitness & Wellness,Community Spotlight,"['deep-burgundy-cream', 'vibrant-tropical']",PDF,ACC-1010,True,2025-11-24,9,16:9
BA-100773,Bakery Product Photo - Authentic Italian,"This Product Photo is a core brand identity asset designed for Food & Beverage businesses, featuring electric-neon color palette. It includes logo variations and menu board layouts optimized for Italian Cuisine Feature campaigns. The collateral supports food and beverage signage, loyalty program graphics, and Instagram story templates. Ideal for seasonal promotions including summer promotion and holiday sale contexts across digital and print channels.",Product Photo,Educational Content,Food & Beverage,Italian Cuisine Feature,['electric-neon'],PNG,ACC-1016,False,2025-12-11,0,16:9
BA-100774,Property Group Logo - Real Stories,"This Logo supports Real Estate promotional content needs within the Customer Testimonial Campaign campaign framework. Rendered in a vibrant-tropical color scheme, it provides a flexible marketing graphic that adapts to various formats. The asset functions as visual collateral for social content, email campaigns, and physical display materials. Brand materials of this type are optimized for high reuse across seasonal and evergreen campaign cycles.",Logo,Educational Content,Real Estate,Customer Testimonial Campaign,['vibrant-tropical'],AI,ACC-1016,True,2025-11-15,0,16:9
BA-100775,Cafe Logo - VIP Access,"Designed as a flagship Logo for Food & Beverage brands, this piece integrates brand identity principles with VIP Member Exclusive campaign goals. The lavender-lilac palette reinforces seasonal promotion messaging including summer promotion and holiday sale themes. It includes quote graphic overlays, customer testimonial campaign visuals, and loyalty program badge elements. Optimized for Instagram story template dimensions and social media graphic repurposing across platforms.",Logo,Food & Beverage Imagery,Food & Beverage,VIP Member Exclusive,"['lavender-lilac', 'bright-citrus-yellow']",PNG,ACC-1014,True,2026-02-20,1,16:9
BA-100776,Clothing Boutique Business Card - Green Initiative,"This Business Card was created to support Fashion & Apparel marketing efforts during the Sustainability Initiative campaign period. Using a muted-sage-taupe visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Business Card,Brand Identity,Fashion & Apparel,Sustainability Initiative,"['muted-sage-taupe', 'forest-green-gold']",JPEG,ACC-1049,True,2026-01-22,5,4:5
BA-100777,Accounting Firm Product Photo - Loyalty Rewards,A standard Product Photo asset catalogued under the Professional Services vertical for organizational reference. Color properties follow the blush-rose-gold specification noted during the asset intake process. This file was uploaded as part of a batch import and assigned to the Loyalty Program campaign grouping. No additional design customization was applied beyond baseline template defaults.,Product Photo,Email Marketing,Professional Services,Loyalty Program,['blush-rose-gold'],PDF,ACC-1015,True,2025-12-30,1,1:1
BA-100778,Community Shop Menu Board - Real Stories,"Built for General Small Business brands executing a Customer Testimonial Campaign strategy, this Menu Board delivers clean visual collateral with a lavender-lilac palette. The asset is structured to serve as adaptable brand material for multiple marketing channels. Campaign assets like this one are designed for reuse across promotional content cycles. The layout supports both static and animated deployment as a marketing graphic or business signage piece.",Menu Board,Social Media Content,General Small Business,Customer Testimonial Campaign,"['lavender-lilac', 'monochrome-black-white']",SVG,ACC-1007,True,2025-12-27,12,9:16
BA-100779,Local Business Promotional Banner - Happy Clients,An archived Promotional Banner resource associated with General Small Business operations and the Customer Testimonial Campaign initiative. Color tagging reflects the deep-burgundy-cream palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Promotional Banner,Brand Identity,General Small Business,Customer Testimonial Campaign,"['deep-burgundy-cream', 'warm-earth-tones']",PNG,ACC-1041,True,2026-01-05,1,2:3
BA-100780,Community Shop Promotional Banner - Community Feature,This Promotional Banner is a general-purpose design template available for General Small Business use cases. The monochrome-black-white color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Community Spotlight campaign classification for archival purposes.,Promotional Banner,Seasonal Promotion,General Small Business,Community Spotlight,['monochrome-black-white'],PNG,ACC-1010,True,2026-02-25,1,16:9
BA-100781,Real Estate Agency Flyer - Festive Sale,This Flyer is a general-purpose design template available for Real Estate use cases. The bright-citrus-yellow color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Holiday Sale campaign classification for archival purposes.,Flyer,Seasonal Promotion,Real Estate,Holiday Sale,['bright-citrus-yellow'],PSD,ACC-1012,True,2026-01-29,18,3:2
BA-100782,Community Shop Social Media Graphic - Authentic Italian,An archived Social Media Graphic resource associated with General Small Business operations and the Italian Cuisine Feature initiative. Color tagging reflects the olive-terracotta palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Social Media Graphic,Food & Beverage Imagery,General Small Business,Italian Cuisine Feature,"['olive-terracotta', 'muted-sage-taupe', 'lavender-lilac']",MP4,ACC-1020,True,2025-12-10,3,16:9
BA-100783,Apparel Label Promotional Banner - Just Launched,"A versatile Promotional Banner crafted for Fashion & Apparel businesses, this asset anchors the Product Launch campaign with a bold sky-blue-white aesthetic. It encompasses logo variations, loyalty card graphics, and promotional banner formats for both digital and physical signage. Coffee shop signage, modern kitchen imagery, and spring collection themes are woven into the visual identity. The asset supports email marketing, menu board display, and brand refresh initiatives simultaneously.",Promotional Banner,Food & Beverage Imagery,Fashion & Apparel,Product Launch,['sky-blue-white'],JPEG,ACC-1026,True,2025-11-25,10,3:2
BA-100784,Food Truck Promotional Banner - Community Love,This Promotional Banner is a general-purpose design template available for Food & Beverage use cases. The cool-blue-silver color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Community Spotlight campaign classification for archival purposes.,Promotional Banner,Loyalty & Rewards,Food & Beverage,Community Spotlight,"['cool-blue-silver', 'muted-sage-taupe']",SVG,ACC-1030,True,2025-12-06,1,9:16
