@timestamp,incident_id,cell_id,enodeb_id,severity,incident_type,affected_subscribers,incident.mttd_minutes,incident.mttr_minutes,root_cause,detection_method,noc_team,vendor,region,resolved,resolution_action,incident_description
2025-10-30 10:03:01.404250,INC-00001108,CELL-000100,ENB-00001,Critical,Capacity Congestion,1115,4.950484351746569,187.02892090068235,Vendor Issue,Threshold Alert,NOC-NW,Ericsson,Mountain,True,"Automated recovery procedure executed, parameter optimization applied, monitoring for recurrence","Cell site CELL-000100 experiencing Capacity Congestion, 1115 subscribers impacted, Threshold Alert detection method"
2025-10-30 10:48:01.404250,INC-00001109,CELL-000122,ENB-00042,Medium,Capacity Congestion,1179,13.570932707451226,148.96730931170782,Power Failure,Threshold Alert,NOC-MT,Ericsson,Mountain,True,"NOC-MT performed software patch, root cause Power Failure mitigated, service normalized","Capacity Congestion incident (Medium) affecting Mountain region, Power Failure identified, resolved"
2025-10-30 11:33:01.404250,INC-00001110,CELL-000028,ENB-00110,High,Capacity Congestion,706,9.411605020752535,131.99412002527612,Transport Issue,ML Anomaly Detection,NOC-NE,Nokia,Southwest,True,"Vendor support engaged, traffic rerouting implemented, Transport Issue resolved permanently","Nokia equipment Capacity Congestion on CELL-000028, 706 users affected, resolved via alarm clearance"
2025-10-30 12:18:01.404250,INC-00001111,CELL-000082,ENB-00024,Medium,Software Bug,178,31.096939282243557,130.84910023862105,Vendor Issue,NOC Monitoring,NOC-SC,Nokia,Southeast,True,"Remote configuration rollback performed by NOC-SC, cell service restored after 131 minutes","Software Bug on cell CELL-000082 affecting 178 subscribers, Medium severity, detected via NOC Monitoring"
2025-10-30 13:03:01.404250,INC-00001112,CELL-000116,ENB-00030,Medium,Capacity Congestion,438,37.25444381687697,12.988785821520622,Configuration Error,Subscriber Complaint,NOC-MT,Nokia,Atlantic,True,"On-site technician dispatched, capacity upgrade completed, Configuration Error addressed","Medium incident: Capacity Congestion in Atlantic, root cause Configuration Error, MTTD 37.3min MTTR 13.0min"
2025-10-30 13:48:01.404250,INC-00001113,CELL-000102,ENB-00003,Medium,Equipment Alarm,475,42.46237972973209,88.24536234852619,Vendor Issue,Automated Health Check,NOC-NC,Nokia,Mountain,True,"Automated recovery procedure executed, equipment reset applied, monitoring for recurrence","Cell site CELL-000102 experiencing Equipment Alarm, 475 subscribers impacted, Automated Health Check detection method"
2025-10-30 14:33:01.404250,INC-00001114,CELL-000076,ENB-00051,Medium,Degraded Performance,204,41.87892752654731,77.07009418818882,Transport Issue,ML Anomaly Detection,NOC-GL,Samsung,Atlantic,True,"NOC-GL performed equipment reset, root cause Transport Issue mitigated, service normalized","Degraded Performance incident (Medium) affecting Atlantic region, Transport Issue identified, resolved"
2025-10-30 15:18:01.404250,INC-00001115,CELL-000005,ENB-00132,Medium,Handover Failure,990,17.000417241568954,41.50018296236656,Transport Issue,Subscriber Complaint,NOC-AT,Ericsson,Pacific,True,"Vendor support engaged, hardware replacement implemented, Transport Issue resolved permanently","Ericsson equipment Handover Failure on CELL-000005, 990 users affected, resolved via parameter optimization"
2025-10-30 16:03:01.404250,INC-00001116,CELL-000050,ENB-00049,High,Cell Outage,538,30.66425138265454,126.29746256154897,Configuration Error,ML Anomaly Detection,NOC-NE,Ericsson,Northwest,True,"Remote configuration rollback performed by NOC-NE, cell service restored after 126 minutes","Cell Outage on cell CELL-000050 affecting 538 subscribers, High severity, detected via ML Anomaly Detection"
2025-10-30 16:48:01.404250,INC-00001117,CELL-000123,ENB-00112,Medium,Handover Failure,1001,8.062901141570425,165.8883690161921,Hardware Failure,Subscriber Complaint,NOC-SC,Nokia,Mid-Atlantic,True,"On-site technician dispatched, configuration rollback completed, Hardware Failure addressed","Medium incident: Handover Failure in Mid-Atlantic, root cause Hardware Failure, MTTD 8.1min MTTR 165.9min"
2025-10-30 17:33:01.404250,INC-00001118,CELL-000037,ENB-00020,Medium,Transport Issue,43,5.6708346057510495,76.84807691714988,Transport Issue,Subscriber Complaint,NOC-PA,Ericsson,Mountain,True,"Automated recovery procedure executed, configuration rollback applied, monitoring for recurrence","Cell site CELL-000037 experiencing Transport Issue, 43 subscribers impacted, Subscriber Complaint detection method"
2025-10-30 18:18:01.404250,INC-00001119,CELL-000012,ENB-00086,Low,Degraded Performance,538,21.072618381495396,170.8816270368338,Unknown,Threshold Alert,NOC-MW,Samsung,Northwest,True,"NOC-MW performed traffic rerouting, root cause Unknown mitigated, service normalized","Degraded Performance incident (Low) affecting Northwest region, Unknown identified, resolved"
2025-10-30 19:03:01.404250,INC-00001120,CELL-000033,ENB-00068,High,Transport Issue,769,4.726995339501368,83.49679470931522,Transport Issue,Vendor Alarm,NOC-SE,Ericsson,Southwest,True,"Vendor support engaged, configuration rollback implemented, Transport Issue resolved permanently","Ericsson equipment Transport Issue on CELL-000033, 769 users affected, resolved via capacity upgrade"
2025-10-30 19:48:01.404250,INC-00001121,CELL-000091,ENB-00143,Medium,Equipment Alarm,327,11.769078317948884,170.6373926017284,Transport Issue,NOC Monitoring,NOC-SE,Nokia,Northwest,True,"Remote equipment reset performed by NOC-SE, cell service restored after 171 minutes","Equipment Alarm on cell CELL-000091 affecting 327 subscribers, Medium severity, detected via NOC Monitoring"
2025-10-30 20:33:01.404250,INC-00001122,CELL-000094,ENB-00046,High,Handover Failure,1155,23.85563377798425,141.33135930757655,Configuration Error,Vendor Alarm,NOC-SW,Samsung,Great Lakes,True,"On-site technician dispatched, configuration rollback completed, Configuration Error addressed","High incident: Handover Failure in Great Lakes, root cause Configuration Error, MTTD 23.9min MTTR 141.3min"
2025-10-30 21:18:01.404250,INC-00001123,CELL-000127,ENB-00069,Critical,Handover Failure,1351,9.278205060914921,144.3929045053603,Transport Issue,ML Anomaly Detection,NOC-C,Nokia,Northwest,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000127 experiencing Handover Failure, 1351 subscribers impacted, ML Anomaly Detection detection method"
2025-10-30 22:03:01.404250,INC-00001124,CELL-000141,ENB-00146,Low,Configuration Error,128,21.29491125397859,92.97219960796996,Power Failure,ML Anomaly Detection,NOC-C,Samsung,Northeast,True,"NOC-C performed software patch, root cause Power Failure mitigated, service normalized","Configuration Error incident (Low) affecting Northeast region, Power Failure identified, resolved"
2025-10-30 22:48:01.404250,INC-00001125,CELL-000026,ENB-00109,Medium,Capacity Congestion,767,31.201019146798117,202.22527515256715,Power Failure,ML Anomaly Detection,NOC-AT,Nokia,Southwest,True,"Vendor support engaged, configuration rollback implemented, Power Failure resolved permanently","Nokia equipment Capacity Congestion on CELL-000026, 767 users affected, resolved via capacity upgrade"
2025-10-30 23:33:01.404250,INC-00001126,CELL-000126,ENB-00116,Low,Equipment Alarm,244,43.36589108772683,184.98987484263773,Hardware Failure,Threshold Alert,NOC-C,Ericsson,West,True,"Remote parameter optimization performed by NOC-C, cell service restored after 185 minutes","Equipment Alarm on cell CELL-000126 affecting 244 subscribers, Low severity, detected via Threshold Alert"
2025-10-31 00:18:01.404250,INC-00001127,CELL-000072,ENB-00130,Critical,Software Bug,1495,28.99281413460602,233.50533542024885,Software Bug,ML Anomaly Detection,NOC-PA,Samsung,Atlantic,True,"On-site technician dispatched, traffic rerouting completed, Software Bug addressed","Critical incident: Software Bug in Atlantic, root cause Software Bug, MTTD 29.0min MTTR 233.5min"
2025-10-31 01:03:01.404250,INC-00001128,CELL-000048,ENB-00073,High,Capacity Congestion,282,26.81607909591238,230.92887158519062,Vendor Issue,ML Anomaly Detection,NOC-MA,Ericsson,Pacific,True,"Automated recovery procedure executed, configuration rollback applied, monitoring for recurrence","Cell site CELL-000048 experiencing Capacity Congestion, 282 subscribers impacted, ML Anomaly Detection detection method"
2025-10-31 01:48:01.404250,INC-00001129,CELL-000028,ENB-00143,Medium,Handover Failure,365,40.20398563848407,81.85000048622697,Unknown,Subscriber Complaint,NOC-GL,Nokia,North Central,True,"NOC-GL performed parameter optimization, root cause Unknown mitigated, service normalized","Handover Failure incident (Medium) affecting North Central region, Unknown identified, resolved"
2025-10-31 02:33:01.404250,INC-00001130,CELL-000023,ENB-00097,Medium,Degraded Performance,599,29.08647646095697,93.72694920335299,Configuration Error,Threshold Alert,NOC-NW,Ericsson,Mountain,True,"Vendor support engaged, equipment reset implemented, Configuration Error resolved permanently","Ericsson equipment Degraded Performance on CELL-000023, 599 users affected, resolved via software patch"
2025-10-31 03:18:01.404250,INC-00001131,CELL-000131,ENB-00036,Medium,Configuration Error,804,7.637932368816664,116.60653670676872,Power Failure,ML Anomaly Detection,NOC-W,Nokia,North Central,True,"Remote alarm clearance performed by NOC-W, cell service restored after 117 minutes","Configuration Error on cell CELL-000131 affecting 804 subscribers, Medium severity, detected via ML Anomaly Detection"
2025-10-31 04:03:01.404250,INC-00001132,CELL-000108,ENB-00007,Medium,Capacity Congestion,1067,3.439464311231545,211.106915712116,Unknown,Automated Health Check,NOC-MA,Nokia,Gulf,False,"Incident investigation in progress, resolution pending","Medium incident: Capacity Congestion in Gulf, root cause Unknown, MTTD 3.4min MTTR 211.1min"
2025-10-31 04:48:01.404250,INC-00001133,CELL-000147,ENB-00033,Medium,Transport Issue,1299,42.049210628949325,213.30277589499195,Hardware Failure,ML Anomaly Detection,NOC-GU,Ericsson,West,True,"Automated recovery procedure executed, configuration rollback applied, monitoring for recurrence","Cell site CELL-000147 experiencing Transport Issue, 1299 subscribers impacted, ML Anomaly Detection detection method"
2025-10-31 05:33:01.404250,INC-00001134,CELL-000134,ENB-00065,High,Transport Issue,1006,36.17192914015596,225.71169315220058,Vendor Issue,Threshold Alert,NOC-SC,Ericsson,Mountain,False,"Incident investigation in progress, resolution pending","Transport Issue incident (High) affecting Mountain region, Vendor Issue identified, ongoing"
2025-10-31 06:18:01.404250,INC-00001135,CELL-000061,ENB-00024,Low,Degraded Performance,1484,3.564072529182966,205.93518613018887,Unknown,NOC Monitoring,NOC-SE,Samsung,Great Lakes,True,"Vendor support engaged, capacity upgrade implemented, Unknown resolved permanently","Samsung equipment Degraded Performance on CELL-000061, 1484 users affected, resolved via hardware replacement"
2025-10-31 07:03:01.404250,INC-00001136,CELL-000074,ENB-00115,High,Transport Issue,1196,7.289708585615045,36.199180395791686,Power Failure,Subscriber Complaint,NOC-AT,Nokia,Northeast,False,"Incident investigation in progress, resolution pending","Transport Issue on cell CELL-000074 affecting 1196 subscribers, High severity, detected via Subscriber Complaint"
2025-10-31 07:48:01.404250,INC-00001137,CELL-000091,ENB-00129,Critical,Transport Issue,669,10.597751965981969,109.79103348203579,Environmental,Threshold Alert,NOC-W,Samsung,Central,True,"On-site technician dispatched, parameter optimization completed, Environmental addressed","Critical incident: Transport Issue in Central, root cause Environmental, MTTD 10.6min MTTR 109.8min"
2025-10-31 08:33:01.404250,INC-00001138,CELL-000039,ENB-00134,Medium,Transport Issue,1447,10.722963660298948,154.3552442560296,Unknown,Subscriber Complaint,NOC-SE,Ericsson,Mountain,True,"Automated recovery procedure executed, hardware replacement applied, monitoring for recurrence","Cell site CELL-000039 experiencing Transport Issue, 1447 subscribers impacted, Subscriber Complaint detection method"
2025-10-31 09:18:01.404250,INC-00001139,CELL-000023,ENB-00070,Low,Equipment Alarm,636,21.16428693335647,136.92589036431508,Environmental,Subscriber Complaint,NOC-PA,Ericsson,Pacific,False,"Incident investigation in progress, resolution pending","Equipment Alarm incident (Low) affecting Pacific region, Environmental identified, ongoing"
2025-10-31 10:03:01.404250,INC-00001140,CELL-000126,ENB-00035,High,Software Bug,84,27.325373282538216,146.47126249215478,Configuration Error,ML Anomaly Detection,NOC-NW,Samsung,West,False,"Incident investigation in progress, resolution pending","Samsung equipment Software Bug on CELL-000126, 84 users affected, resolved via alarm clearance"
2025-10-31 10:48:01.404250,INC-00001141,CELL-000091,ENB-00062,Medium,Degraded Performance,462,31.914870949511453,211.38008853665207,Software Bug,Subscriber Complaint,NOC-NW,Samsung,South Central,True,"Remote alarm clearance performed by NOC-NW, cell service restored after 211 minutes","Degraded Performance on cell CELL-000091 affecting 462 subscribers, Medium severity, detected via Subscriber Complaint"
2025-10-31 11:33:01.404250,INC-00001142,CELL-000130,ENB-00115,Critical,Software Bug,213,11.4082585499124,124.02091411605817,Unknown,Subscriber Complaint,NOC-NC,Samsung,Gulf,True,"On-site technician dispatched, configuration rollback completed, Unknown addressed","Critical incident: Software Bug in Gulf, root cause Unknown, MTTD 11.4min MTTR 124.0min"
2025-10-31 12:18:01.404250,INC-00001143,CELL-000144,ENB-00129,Low,Software Bug,501,16.805125681362888,44.42283940978008,Environmental,NOC Monitoring,NOC-PA,Samsung,Mountain,False,"Incident investigation in progress, resolution pending","Cell site CELL-000144 experiencing Software Bug, 501 subscribers impacted, NOC Monitoring detection method"
2025-10-31 13:03:01.404250,INC-00001144,CELL-000067,ENB-00098,High,Equipment Alarm,436,14.52328298443152,228.16757923817377,Environmental,ML Anomaly Detection,NOC-NE,Ericsson,Gulf,True,"NOC-NE performed traffic rerouting, root cause Environmental mitigated, service normalized","Equipment Alarm incident (High) affecting Gulf region, Environmental identified, resolved"
2025-10-31 13:48:01.404250,INC-00001145,CELL-000042,ENB-00111,Critical,Capacity Congestion,1132,21.00818798554578,46.310964828454146,Configuration Error,ML Anomaly Detection,NOC-SE,Nokia,Mid-Atlantic,True,"Vendor support engaged, software patch implemented, Configuration Error resolved permanently","Nokia equipment Capacity Congestion on CELL-000042, 1132 users affected, resolved via alarm clearance"
2025-10-31 14:33:01.404250,INC-00001146,CELL-000070,ENB-00095,Medium,Cell Outage,985,34.59308163210225,50.50496704207294,Software Bug,Threshold Alert,NOC-AT,Nokia,Great Lakes,True,"Remote equipment reset performed by NOC-AT, cell service restored after 51 minutes","Cell Outage on cell CELL-000070 affecting 985 subscribers, Medium severity, detected via Threshold Alert"
2025-10-31 15:18:01.404250,INC-00001147,CELL-000082,ENB-00136,Medium,Equipment Alarm,932,7.241247650889774,50.575270429943814,Capacity Limit,ML Anomaly Detection,NOC-W,Ericsson,Northwest,True,"On-site technician dispatched, capacity upgrade completed, Capacity Limit addressed","Medium incident: Equipment Alarm in Northwest, root cause Capacity Limit, MTTD 7.2min MTTR 50.6min"
2025-10-31 16:03:01.404250,INC-00001148,CELL-000063,ENB-00069,Low,Transport Issue,827,13.615607731058647,209.8903904659445,Power Failure,Subscriber Complaint,NOC-MA,Samsung,Atlantic,True,"Automated recovery procedure executed, hardware replacement applied, monitoring for recurrence","Cell site CELL-000063 experiencing Transport Issue, 827 subscribers impacted, Subscriber Complaint detection method"
2025-10-31 16:48:01.404250,INC-00001149,CELL-000048,ENB-00138,Medium,Equipment Alarm,670,32.46598863815596,93.47865551827023,Capacity Limit,ML Anomaly Detection,NOC-PA,Nokia,Central,True,"NOC-PA performed equipment reset, root cause Capacity Limit mitigated, service normalized","Equipment Alarm incident (Medium) affecting Central region, Capacity Limit identified, resolved"
2025-10-31 17:33:01.404250,INC-00001150,CELL-000106,ENB-00050,Low,Configuration Error,947,22.886753154436533,234.74961675235141,Vendor Issue,Threshold Alert,NOC-PA,Ericsson,Mid-Atlantic,False,"Incident investigation in progress, resolution pending","Ericsson equipment Configuration Error on CELL-000106, 947 users affected, resolved via alarm clearance"
2025-10-31 18:18:01.404250,INC-00001151,CELL-000030,ENB-00116,Low,Configuration Error,629,21.232501471615173,94.74790906313068,Unknown,NOC Monitoring,NOC-MA,Nokia,Great Lakes,True,"Remote equipment reset performed by NOC-MA, cell service restored after 95 minutes","Configuration Error on cell CELL-000030 affecting 629 subscribers, Low severity, detected via NOC Monitoring"
2025-10-31 19:03:01.404250,INC-00001152,CELL-000035,ENB-00103,Low,Equipment Alarm,966,23.667044859347676,118.10467608224222,Transport Issue,Threshold Alert,NOC-NE,Samsung,South Central,True,"On-site technician dispatched, parameter optimization completed, Transport Issue addressed","Low incident: Equipment Alarm in South Central, root cause Transport Issue, MTTD 23.7min MTTR 118.1min"
2025-10-31 19:48:01.404250,INC-00001153,CELL-000054,ENB-00090,Low,Transport Issue,137,15.818458116139555,206.13513388046687,Vendor Issue,ML Anomaly Detection,NOC-PA,Ericsson,Pacific,True,"Automated recovery procedure executed, traffic rerouting applied, monitoring for recurrence","Cell site CELL-000054 experiencing Transport Issue, 137 subscribers impacted, ML Anomaly Detection detection method"
2025-10-31 20:33:01.404250,INC-00001154,CELL-000024,ENB-00085,Medium,Configuration Error,131,14.966603173399108,88.70540685317508,Capacity Limit,ML Anomaly Detection,NOC-SE,Ericsson,Northwest,True,"NOC-SE performed software patch, root cause Capacity Limit mitigated, service normalized","Configuration Error incident (Medium) affecting Northwest region, Capacity Limit identified, resolved"
2025-10-31 21:18:01.404250,INC-00001155,CELL-000078,ENB-00009,High,Software Bug,357,22.43006148124767,127.63810550099205,Transport Issue,NOC Monitoring,NOC-NW,Ericsson,Southwest,True,"Vendor support engaged, software patch implemented, Transport Issue resolved permanently","Ericsson equipment Software Bug on CELL-000078, 357 users affected, resolved via software patch"
2025-10-31 22:03:01.404250,INC-00001156,CELL-000079,ENB-00067,Low,Cell Outage,619,15.040849684811931,205.76761794805395,Capacity Limit,Subscriber Complaint,NOC-PA,Samsung,Northwest,True,"Remote alarm clearance performed by NOC-PA, cell service restored after 206 minutes","Cell Outage on cell CELL-000079 affecting 619 subscribers, Low severity, detected via Subscriber Complaint"
2025-10-31 22:48:01.404250,INC-00001157,CELL-000105,ENB-00020,Medium,Configuration Error,1445,43.05060897832339,77.88031937697372,Transport Issue,Subscriber Complaint,NOC-W,Samsung,Central,True,"On-site technician dispatched, hardware replacement completed, Transport Issue addressed","Medium incident: Configuration Error in Central, root cause Transport Issue, MTTD 43.1min MTTR 77.9min"
2025-10-31 23:33:01.404250,INC-00001158,CELL-000006,ENB-00002,Critical,Software Bug,1093,26.78822657947186,185.63935083831063,Transport Issue,Threshold Alert,NOC-GU,Nokia,Midwest,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000006 experiencing Software Bug, 1093 subscribers impacted, Threshold Alert detection method"
2025-11-01 00:18:01.404250,INC-00001159,CELL-000077,ENB-00121,Medium,Transport Issue,432,29.8049664258616,135.7789515507585,Configuration Error,ML Anomaly Detection,NOC-MW,Nokia,South Central,True,"NOC-MW performed equipment reset, root cause Configuration Error mitigated, service normalized","Transport Issue incident (Medium) affecting South Central region, Configuration Error identified, resolved"
2025-11-01 01:03:01.404250,INC-00001160,CELL-000034,ENB-00098,Medium,Handover Failure,989,37.43137591195929,189.29612566362817,Vendor Issue,Subscriber Complaint,NOC-SE,Samsung,Pacific,True,"Vendor support engaged, hardware replacement implemented, Vendor Issue resolved permanently","Samsung equipment Handover Failure on CELL-000034, 989 users affected, resolved via hardware replacement"
2025-11-01 01:48:01.404250,INC-00001161,CELL-000078,ENB-00011,Low,Handover Failure,766,34.174272202485135,67.06946452999254,Environmental,ML Anomaly Detection,NOC-AT,Samsung,Southeast,True,"Remote software patch performed by NOC-AT, cell service restored after 67 minutes","Handover Failure on cell CELL-000078 affecting 766 subscribers, Low severity, detected via ML Anomaly Detection"
2025-11-01 02:33:01.404250,INC-00001162,CELL-000042,ENB-00007,Low,Transport Issue,476,33.39278601796933,207.68620705049005,Vendor Issue,Threshold Alert,NOC-MT,Samsung,South Central,True,"On-site technician dispatched, hardware replacement completed, Vendor Issue addressed","Low incident: Transport Issue in South Central, root cause Vendor Issue, MTTD 33.4min MTTR 207.7min"
2025-11-01 03:18:01.404250,INC-00001163,CELL-000039,ENB-00142,Medium,Configuration Error,345,36.378950700788764,106.90812330747245,Power Failure,ML Anomaly Detection,NOC-GU,Ericsson,Atlantic,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000039 experiencing Configuration Error, 345 subscribers impacted, ML Anomaly Detection detection method"
2025-11-01 04:03:01.404250,INC-00001164,CELL-000034,ENB-00138,Medium,Handover Failure,563,36.228446369415856,113.17196946909878,Capacity Limit,Subscriber Complaint,NOC-GU,Nokia,Southwest,True,"NOC-GU performed equipment reset, root cause Capacity Limit mitigated, service normalized","Handover Failure incident (Medium) affecting Southwest region, Capacity Limit identified, resolved"
2025-11-01 04:48:01.404250,INC-00001165,CELL-000035,ENB-00009,Medium,Cell Outage,1251,5.474527519091095,123.53366895522892,Software Bug,Threshold Alert,NOC-GL,Ericsson,South Central,True,"Vendor support engaged, software patch implemented, Software Bug resolved permanently","Ericsson equipment Cell Outage on CELL-000035, 1251 users affected, resolved via hardware replacement"
2025-11-01 05:33:01.404250,INC-00001166,CELL-000125,ENB-00042,Medium,Handover Failure,39,3.3156324156293926,239.929589213814,Transport Issue,Subscriber Complaint,NOC-MT,Nokia,Mid-Atlantic,True,"Remote equipment reset performed by NOC-MT, cell service restored after 240 minutes","Handover Failure on cell CELL-000125 affecting 39 subscribers, Medium severity, detected via Subscriber Complaint"
2025-11-01 06:18:01.404250,INC-00001167,CELL-000127,ENB-00079,Medium,Configuration Error,697,14.31619307708819,41.69510051923986,Vendor Issue,NOC Monitoring,NOC-GL,Samsung,Great Lakes,True,"On-site technician dispatched, software patch completed, Vendor Issue addressed","Medium incident: Configuration Error in Great Lakes, root cause Vendor Issue, MTTD 14.3min MTTR 41.7min"
2025-11-01 07:03:01.404250,INC-00001168,CELL-000072,ENB-00013,Low,Equipment Alarm,1330,6.871622716263934,189.82254449391013,Software Bug,Subscriber Complaint,NOC-C,Ericsson,Midwest,True,"Automated recovery procedure executed, traffic rerouting applied, monitoring for recurrence","Cell site CELL-000072 experiencing Equipment Alarm, 1330 subscribers impacted, Subscriber Complaint detection method"
2025-11-01 07:48:01.404250,INC-00001169,CELL-000136,ENB-00005,Medium,Cell Outage,836,35.092770517161256,229.88048199868052,Environmental,ML Anomaly Detection,NOC-W,Nokia,Midwest,True,"NOC-W performed parameter optimization, root cause Environmental mitigated, service normalized","Cell Outage incident (Medium) affecting Midwest region, Environmental identified, resolved"
2025-11-01 08:33:01.404250,INC-00001170,CELL-000084,ENB-00123,Medium,Capacity Congestion,832,7.718916862799408,199.03162932878033,Environmental,Automated Health Check,NOC-GU,Samsung,Great Lakes,True,"Vendor support engaged, equipment reset implemented, Environmental resolved permanently","Samsung equipment Capacity Congestion on CELL-000084, 832 users affected, resolved via alarm clearance"
2025-11-01 09:18:01.404250,INC-00001171,CELL-000018,ENB-00101,Low,Transport Issue,1496,4.561529864208042,221.6134479007818,Transport Issue,Automated Health Check,NOC-AT,Samsung,Mid-Atlantic,True,"Remote capacity upgrade performed by NOC-AT, cell service restored after 222 minutes","Transport Issue on cell CELL-000018 affecting 1496 subscribers, Low severity, detected via Automated Health Check"
2025-11-01 10:03:01.404250,INC-00001172,CELL-000017,ENB-00121,Low,Equipment Alarm,34,28.309536605194307,101.38482727708931,Configuration Error,ML Anomaly Detection,NOC-AT,Ericsson,Mountain,True,"On-site technician dispatched, configuration rollback completed, Configuration Error addressed","Low incident: Equipment Alarm in Mountain, root cause Configuration Error, MTTD 28.3min MTTR 101.4min"
2025-11-01 10:48:01.404250,INC-00001173,CELL-000058,ENB-00087,Low,Capacity Congestion,1308,39.46111876667016,198.83094939893658,Environmental,Threshold Alert,NOC-PA,Ericsson,Midwest,True,"Automated recovery procedure executed, hardware replacement applied, monitoring for recurrence","Cell site CELL-000058 experiencing Capacity Congestion, 1308 subscribers impacted, Threshold Alert detection method"
2025-11-01 11:33:01.404250,INC-00001174,CELL-000085,ENB-00117,Critical,Equipment Alarm,1322,13.80577544039169,195.5313972985051,Capacity Limit,ML Anomaly Detection,NOC-MW,Samsung,Northwest,True,"NOC-MW performed capacity upgrade, root cause Capacity Limit mitigated, service normalized","Equipment Alarm incident (Critical) affecting Northwest region, Capacity Limit identified, resolved"
2025-11-01 12:18:01.404250,INC-00001175,CELL-000052,ENB-00059,Low,Capacity Congestion,18,35.91352066794761,44.48742270730618,Transport Issue,ML Anomaly Detection,NOC-C,Samsung,Mountain,True,"Vendor support engaged, capacity upgrade implemented, Transport Issue resolved permanently","Samsung equipment Capacity Congestion on CELL-000052, 18 users affected, resolved via software patch"
2025-11-01 13:03:01.404250,INC-00001176,CELL-000087,ENB-00096,Medium,Equipment Alarm,9,30.756106563059245,150.70766666498824,Vendor Issue,ML Anomaly Detection,NOC-PA,Nokia,Atlantic,False,"Incident investigation in progress, resolution pending","Equipment Alarm on cell CELL-000087 affecting 9 subscribers, Medium severity, detected via ML Anomaly Detection"
2025-11-01 13:48:01.404250,INC-00001177,CELL-000040,ENB-00072,Low,Software Bug,768,26.981621935716642,60.477140440743895,Vendor Issue,ML Anomaly Detection,NOC-MT,Nokia,North Central,True,"On-site technician dispatched, equipment reset completed, Vendor Issue addressed","Low incident: Software Bug in North Central, root cause Vendor Issue, MTTD 27.0min MTTR 60.5min"
2025-11-01 14:33:01.404250,INC-00001178,CELL-000091,ENB-00118,Medium,Configuration Error,384,24.013232414927224,209.99824362947044,Hardware Failure,Vendor Alarm,NOC-MT,Samsung,South Central,True,"Automated recovery procedure executed, configuration rollback applied, monitoring for recurrence","Cell site CELL-000091 experiencing Configuration Error, 384 subscribers impacted, Vendor Alarm detection method"
2025-11-01 15:18:01.404250,INC-00001179,CELL-000123,ENB-00049,Medium,Handover Failure,616,9.747279117582096,105.26197632928633,Transport Issue,NOC Monitoring,NOC-C,Nokia,Mountain,True,"NOC-C performed parameter optimization, root cause Transport Issue mitigated, service normalized","Handover Failure incident (Medium) affecting Mountain region, Transport Issue identified, resolved"
2025-11-01 16:03:01.404250,INC-00001180,CELL-000062,ENB-00025,Low,Cell Outage,676,19.830807676836613,73.84145765867805,Unknown,NOC Monitoring,NOC-NW,Samsung,Central,False,"Incident investigation in progress, resolution pending","Samsung equipment Cell Outage on CELL-000062, 676 users affected, resolved via alarm clearance"
2025-11-01 16:48:01.404250,INC-00001181,CELL-000057,ENB-00127,Medium,Degraded Performance,96,14.671300380978515,197.4957826124754,Capacity Limit,NOC Monitoring,NOC-GL,Nokia,Great Lakes,True,"Remote capacity upgrade performed by NOC-GL, cell service restored after 197 minutes","Degraded Performance on cell CELL-000057 affecting 96 subscribers, Medium severity, detected via NOC Monitoring"
2025-11-01 17:33:01.404250,INC-00001182,CELL-000068,ENB-00094,Medium,Handover Failure,1423,25.802553538775886,78.73720935875001,Hardware Failure,Threshold Alert,NOC-SW,Samsung,Southwest,True,"On-site technician dispatched, software patch completed, Hardware Failure addressed","Medium incident: Handover Failure in Southwest, root cause Hardware Failure, MTTD 25.8min MTTR 78.7min"
2025-11-01 18:18:01.404250,INC-00001183,CELL-000052,ENB-00137,High,Capacity Congestion,56,9.247724324871601,209.43361028188582,Power Failure,Automated Health Check,NOC-MA,Nokia,West,True,"Automated recovery procedure executed, capacity upgrade applied, monitoring for recurrence","Cell site CELL-000052 experiencing Capacity Congestion, 56 subscribers impacted, Automated Health Check detection method"
2025-11-01 19:03:01.404250,INC-00001184,CELL-000116,ENB-00013,Medium,Cell Outage,703,27.56621136939439,37.93623141681238,Environmental,Threshold Alert,NOC-MW,Samsung,South Central,True,"NOC-MW performed alarm clearance, root cause Environmental mitigated, service normalized","Cell Outage incident (Medium) affecting South Central region, Environmental identified, resolved"
2025-11-01 19:48:01.404250,INC-00001185,CELL-000073,ENB-00088,Medium,Degraded Performance,257,38.41692024950568,69.8717865914632,Unknown,Vendor Alarm,NOC-C,Ericsson,South Central,True,"Vendor support engaged, parameter optimization implemented, Unknown resolved permanently","Ericsson equipment Degraded Performance on CELL-000073, 257 users affected, resolved via traffic rerouting"
2025-11-01 20:33:01.404250,INC-00001186,CELL-000077,ENB-00065,High,Cell Outage,891,35.709550067851126,42.28019332464199,Capacity Limit,Vendor Alarm,NOC-SW,Ericsson,Southwest,True,"Remote software patch performed by NOC-SW, cell service restored after 42 minutes","Cell Outage on cell CELL-000077 affecting 891 subscribers, High severity, detected via Vendor Alarm"
