experiment_id,experiment_name,retrieval_strategy,embedding_model,query_template,test_query,precision_at_5,recall_at_10,mrr_score,latency_ms,experiment_date,engineer_notes,deployed_to_production
EXP001260,Experiment 1260 - multi_step,multi_step,all-MiniLM-L6-v2,Template 35,Locate product demonstration videos from last quarter,0.356,0.707,0.958,321,2025-11-02 02:05:07.853910,Testing relevance improvements,False
EXP001261,Experiment 1261 - multi_step,semantic,gte-large,Template 16,Search for campaign assets tagged with sustainability,0.926,0.635,0.703,1423,2025-11-02 03:05:07.853910,Testing accuracy improvements,False
EXP001262,Experiment 1262 - keyword,hybrid,all-MiniLM-L6-v2,Template 20,Search for brand-compliant social media templates,0.465,0.618,0.629,2527,2025-11-02 04:05:07.853910,Testing accuracy improvements,False
EXP001263,Experiment 1263 - composed,hybrid,e5-large-v2,Template 17,Locate product demonstration videos from last quarter,0.43,0.725,0.827,2139,2025-11-02 05:05:07.853910,Testing accuracy improvements,False
EXP001264,Experiment 1264 - composed,hybrid,gte-large,Template 4,Find approved logos suitable for digital and print use,0.519,0.432,0.958,1839,2025-11-02 06:05:07.853910,Testing relevance improvements,False
EXP001265,Experiment 1265 - filtered,composed,e5-large-v2,Template 15,Search for brand-compliant social media templates,0.627,0.644,0.639,1608,2025-11-02 07:05:07.853910,Testing relevance improvements,False
EXP001266,Experiment 1266 - composed,filtered,instructor-xl,Template 24,Search for campaign assets tagged with sustainability,0.654,0.409,0.534,462,2025-11-02 08:05:07.853910,Testing latency improvements,False
EXP001267,Experiment 1267 - hybrid,semantic,bge-large-en,Template 25,Search for campaign assets tagged with sustainability,0.637,0.691,0.791,2747,2025-11-02 09:05:07.853910,Testing performance improvements,False
EXP001268,Experiment 1268 - multi_step,composed,instructor-xl,Template 6,Locate product demonstration videos from last quarter,0.699,0.504,0.592,2761,2025-11-02 10:05:07.853910,Testing relevance improvements,False
EXP001269,Experiment 1269 - composed,composed,all-MiniLM-L6-v2,Template 34,Find approved logos suitable for digital and print use,0.364,0.564,0.7,2188,2025-11-02 11:05:07.853910,Testing relevance improvements,True
EXP001270,Experiment 1270 - semantic,keyword,text-embedding-ada-002,Template 15,Search for campaign assets tagged with sustainability,0.764,0.58,0.746,776,2025-11-02 12:05:07.853910,Testing accuracy improvements,True
EXP001271,Experiment 1271 - multi_step,composed,bge-large-en,Template 33,Locate product demonstration videos from last quarter,0.494,0.853,0.802,2777,2025-11-02 13:05:07.853910,Testing relevance improvements,True
EXP001272,Experiment 1272 - multi_step,keyword,e5-large-v2,Template 11,Search for campaign assets tagged with sustainability,0.447,0.604,0.935,828,2025-11-02 14:05:07.853910,Testing performance improvements,False
EXP001273,Experiment 1273 - multi_step,semantic,gte-large,Template 15,Search for campaign assets tagged with sustainability,0.531,0.432,0.551,2300,2025-11-02 15:05:07.853910,Testing performance improvements,False
EXP001274,Experiment 1274 - composed,multi_step,all-MiniLM-L6-v2,Template 32,Find marketing assets for Q4 campaign with high engagement metrics,0.617,0.569,0.763,1899,2025-11-02 16:05:07.853910,Testing performance improvements,True
EXP001275,Experiment 1275 - composed,hybrid,e5-large-v2,Template 19,Find approved logos suitable for digital and print use,0.868,0.456,0.574,2377,2025-11-02 17:05:07.853910,Testing performance improvements,False
EXP001276,Experiment 1276 - hybrid,multi_step,bge-large-en,Template 8,Locate product demonstration videos from last quarter,0.686,0.725,0.628,2663,2025-11-02 18:05:07.853910,Testing accuracy improvements,True
EXP001277,Experiment 1277 - multi_step,semantic,text-embedding-ada-002,Template 29,Search for brand-compliant social media templates,0.809,0.599,0.585,2023,2025-11-02 19:05:07.853910,Testing latency improvements,True
EXP001278,Experiment 1278 - keyword,semantic,instructor-xl,Template 24,Search for campaign assets tagged with sustainability,0.521,0.783,0.841,994,2025-11-02 20:05:07.853910,Testing accuracy improvements,True
EXP001279,Experiment 1279 - keyword,hybrid,bge-large-en,Template 40,Search for campaign assets tagged with sustainability,0.721,0.578,0.809,2217,2025-11-02 21:05:07.853910,Testing accuracy improvements,False
EXP001280,Experiment 1280 - filtered,composed,text-embedding-ada-002,Template 2,Locate product demonstration videos from last quarter,0.306,0.434,0.955,1175,2025-11-02 22:05:07.853910,Testing performance improvements,False
EXP001281,Experiment 1281 - composed,keyword,text-embedding-ada-002,Template 13,Locate product demonstration videos from last quarter,0.85,0.759,0.941,2879,2025-11-02 23:05:07.853910,Testing latency improvements,False
EXP001282,Experiment 1282 - filtered,hybrid,bge-large-en,Template 29,Search for campaign assets tagged with sustainability,0.915,0.679,0.89,1287,2025-11-03 00:05:07.853910,Testing latency improvements,True
EXP001283,Experiment 1283 - hybrid,semantic,bge-large-en,Template 28,Find approved logos suitable for digital and print use,0.347,0.489,0.973,1645,2025-11-03 01:05:07.853910,Testing relevance improvements,True
EXP001284,Experiment 1284 - keyword,composed,gte-large,Template 37,Find approved logos suitable for digital and print use,0.349,0.871,0.928,2542,2025-11-03 02:05:07.853910,Testing performance improvements,False
EXP001285,Experiment 1285 - keyword,multi_step,e5-large-v2,Template 6,Locate product demonstration videos from last quarter,0.547,0.577,0.773,1761,2025-11-03 03:05:07.853910,Testing accuracy improvements,False
EXP001286,Experiment 1286 - multi_step,multi_step,bge-large-en,Template 30,Search for campaign assets tagged with sustainability,0.726,0.655,0.561,2084,2025-11-03 04:05:07.853910,Testing relevance improvements,False
EXP001287,Experiment 1287 - semantic,multi_step,e5-large-v2,Template 30,Search for campaign assets tagged with sustainability,0.907,0.829,0.528,412,2025-11-03 05:05:07.853910,Testing relevance improvements,True
EXP001288,Experiment 1288 - filtered,multi_step,all-MiniLM-L6-v2,Template 1,Search for brand-compliant social media templates,0.633,0.832,0.802,2476,2025-11-03 06:05:07.853910,Testing performance improvements,False
EXP001289,Experiment 1289 - semantic,filtered,text-embedding-ada-002,Template 37,Search for brand-compliant social media templates,0.683,0.651,0.559,851,2025-11-03 07:05:07.853910,Testing performance improvements,False
EXP001290,Experiment 1290 - composed,keyword,bge-large-en,Template 10,Search for brand-compliant social media templates,0.696,0.872,0.649,193,2025-11-03 08:05:07.853910,Testing latency improvements,True
EXP001291,Experiment 1291 - composed,semantic,bge-large-en,Template 28,Find marketing assets for Q4 campaign with high engagement metrics,0.855,0.437,0.93,1519,2025-11-03 09:05:07.853910,Testing relevance improvements,False
EXP001292,Experiment 1292 - filtered,multi_step,bge-large-en,Template 4,Find marketing assets for Q4 campaign with high engagement metrics,0.939,0.671,0.777,1559,2025-11-03 10:05:07.853910,Testing relevance improvements,False
EXP001293,Experiment 1293 - filtered,semantic,bge-large-en,Template 22,Locate product demonstration videos from last quarter,0.46,0.49,0.812,2867,2025-11-03 11:05:07.853910,Testing relevance improvements,False
EXP001294,Experiment 1294 - semantic,composed,bge-large-en,Template 2,Find approved logos suitable for digital and print use,0.839,0.569,0.571,2917,2025-11-03 12:05:07.853910,Testing latency improvements,False
EXP001295,Experiment 1295 - filtered,keyword,text-embedding-ada-002,Template 4,Find marketing assets for Q4 campaign with high engagement metrics,0.837,0.474,0.875,2962,2025-11-03 13:05:07.853910,Testing accuracy improvements,False
EXP001296,Experiment 1296 - semantic,semantic,gte-large,Template 34,Search for brand-compliant social media templates,0.615,0.769,0.753,1269,2025-11-03 14:05:07.853910,Testing latency improvements,True
EXP001297,Experiment 1297 - filtered,filtered,gte-large,Template 24,Search for brand-compliant social media templates,0.723,0.686,0.895,936,2025-11-03 15:05:07.853910,Testing latency improvements,False
EXP001298,Experiment 1298 - keyword,composed,text-embedding-ada-002,Template 22,Find approved logos suitable for digital and print use,0.324,0.582,0.897,1415,2025-11-03 16:05:07.853910,Testing performance improvements,False
EXP001299,Experiment 1299 - multi_step,filtered,instructor-xl,Template 36,Find marketing assets for Q4 campaign with high engagement metrics,0.467,0.885,0.861,1653,2025-11-03 17:05:07.853910,Testing performance improvements,False
EXP001300,Experiment 1300 - multi_step,composed,all-MiniLM-L6-v2,Template 4,Search for brand-compliant social media templates,0.548,0.635,0.831,1444,2025-11-03 18:05:07.853910,Testing relevance improvements,False
EXP001301,Experiment 1301 - hybrid,keyword,text-embedding-ada-002,Template 29,Find approved logos suitable for digital and print use,0.928,0.707,0.719,590,2025-11-03 19:05:07.853910,Testing relevance improvements,False
EXP001302,Experiment 1302 - composed,filtered,bge-large-en,Template 25,Locate product demonstration videos from last quarter,0.775,0.4,0.791,1587,2025-11-03 20:05:07.853910,Testing latency improvements,True
EXP001303,Experiment 1303 - hybrid,keyword,gte-large,Template 16,Find approved logos suitable for digital and print use,0.414,0.555,0.938,2560,2025-11-03 21:05:07.853910,Testing latency improvements,False
EXP001304,Experiment 1304 - semantic,multi_step,bge-large-en,Template 9,Find marketing assets for Q4 campaign with high engagement metrics,0.861,0.858,0.815,2138,2025-11-03 22:05:07.853910,Testing relevance improvements,True
EXP001305,Experiment 1305 - multi_step,multi_step,bge-large-en,Template 7,Find approved logos suitable for digital and print use,0.657,0.497,0.9,551,2025-11-03 23:05:07.853910,Testing performance improvements,True
EXP001306,Experiment 1306 - keyword,semantic,bge-large-en,Template 8,Find marketing assets for Q4 campaign with high engagement metrics,0.536,0.747,0.714,2603,2025-11-04 00:05:07.853910,Testing latency improvements,False
EXP001307,Experiment 1307 - semantic,multi_step,all-MiniLM-L6-v2,Template 10,Search for campaign assets tagged with sustainability,0.945,0.55,0.978,2240,2025-11-04 01:05:07.853910,Testing latency improvements,False
EXP001308,Experiment 1308 - multi_step,multi_step,bge-large-en,Template 12,Search for brand-compliant social media templates,0.703,0.522,0.761,2007,2025-11-04 02:05:07.853910,Testing performance improvements,False
EXP001309,Experiment 1309 - filtered,composed,instructor-xl,Template 13,Locate product demonstration videos from last quarter,0.696,0.454,0.642,1496,2025-11-04 03:05:07.853910,Testing accuracy improvements,False
EXP001310,Experiment 1310 - keyword,hybrid,gte-large,Template 26,Find approved logos suitable for digital and print use,0.455,0.417,0.828,308,2025-11-04 04:05:07.853910,Testing latency improvements,True
EXP001311,Experiment 1311 - filtered,hybrid,instructor-xl,Template 4,Search for campaign assets tagged with sustainability,0.889,0.445,0.737,2814,2025-11-04 05:05:07.853910,Testing latency improvements,False
EXP001312,Experiment 1312 - filtered,hybrid,e5-large-v2,Template 25,Find approved logos suitable for digital and print use,0.368,0.54,0.8,619,2025-11-04 06:05:07.853910,Testing relevance improvements,True
EXP001313,Experiment 1313 - filtered,hybrid,text-embedding-ada-002,Template 3,Locate product demonstration videos from last quarter,0.918,0.655,0.704,1108,2025-11-04 07:05:07.853910,Testing accuracy improvements,False
EXP001314,Experiment 1314 - hybrid,hybrid,text-embedding-ada-002,Template 33,Search for brand-compliant social media templates,0.886,0.502,0.694,1746,2025-11-04 08:05:07.853910,Testing latency improvements,False
EXP001315,Experiment 1315 - filtered,multi_step,e5-large-v2,Template 37,Search for campaign assets tagged with sustainability,0.688,0.85,0.648,922,2025-11-04 09:05:07.853910,Testing accuracy improvements,False
EXP001316,Experiment 1316 - hybrid,composed,gte-large,Template 25,Find marketing assets for Q4 campaign with high engagement metrics,0.829,0.632,0.637,2517,2025-11-04 10:05:07.853910,Testing accuracy improvements,False
EXP001317,Experiment 1317 - keyword,filtered,gte-large,Template 38,Search for campaign assets tagged with sustainability,0.549,0.451,0.623,2584,2025-11-04 11:05:07.853910,Testing performance improvements,False
EXP001318,Experiment 1318 - keyword,multi_step,gte-large,Template 15,Search for campaign assets tagged with sustainability,0.771,0.839,0.553,744,2025-11-04 12:05:07.853910,Testing relevance improvements,False
EXP001319,Experiment 1319 - multi_step,keyword,instructor-xl,Template 33,Find approved logos suitable for digital and print use,0.397,0.755,0.552,534,2025-11-04 13:05:07.853910,Testing accuracy improvements,False
EXP001320,Experiment 1320 - keyword,semantic,all-MiniLM-L6-v2,Template 14,Locate product demonstration videos from last quarter,0.483,0.409,0.559,1530,2025-11-04 14:05:07.853910,Testing accuracy improvements,True
EXP001321,Experiment 1321 - semantic,filtered,gte-large,Template 25,Locate product demonstration videos from last quarter,0.669,0.763,0.823,1151,2025-11-04 15:05:07.853910,Testing performance improvements,False
EXP001322,Experiment 1322 - hybrid,composed,gte-large,Template 13,Search for brand-compliant social media templates,0.445,0.847,0.848,2181,2025-11-04 16:05:07.853910,Testing performance improvements,False
EXP001323,Experiment 1323 - multi_step,semantic,bge-large-en,Template 21,Find marketing assets for Q4 campaign with high engagement metrics,0.498,0.765,0.63,1104,2025-11-04 17:05:07.853910,Testing accuracy improvements,False
EXP001324,Experiment 1324 - semantic,composed,text-embedding-ada-002,Template 27,Locate product demonstration videos from last quarter,0.505,0.619,0.878,1871,2025-11-04 18:05:07.853910,Testing relevance improvements,False
EXP001325,Experiment 1325 - multi_step,semantic,e5-large-v2,Template 27,Locate product demonstration videos from last quarter,0.636,0.484,0.736,1163,2025-11-04 19:05:07.853910,Testing relevance improvements,False
EXP001326,Experiment 1326 - hybrid,semantic,all-MiniLM-L6-v2,Template 37,Find approved logos suitable for digital and print use,0.566,0.514,0.609,636,2025-11-04 20:05:07.853910,Testing latency improvements,True
EXP001327,Experiment 1327 - hybrid,semantic,e5-large-v2,Template 8,Locate product demonstration videos from last quarter,0.632,0.592,0.883,111,2025-11-04 21:05:07.853910,Testing performance improvements,False
EXP001328,Experiment 1328 - multi_step,semantic,bge-large-en,Template 30,Locate product demonstration videos from last quarter,0.941,0.415,0.753,1085,2025-11-04 22:05:07.853910,Testing relevance improvements,True
EXP001329,Experiment 1329 - multi_step,semantic,all-MiniLM-L6-v2,Template 22,Find approved logos suitable for digital and print use,0.82,0.724,0.791,2276,2025-11-04 23:05:07.853910,Testing relevance improvements,False
EXP001330,Experiment 1330 - multi_step,hybrid,e5-large-v2,Template 1,Find approved logos suitable for digital and print use,0.405,0.453,0.885,522,2025-11-05 00:05:07.853910,Testing relevance improvements,True
EXP001331,Experiment 1331 - multi_step,keyword,gte-large,Template 3,Search for campaign assets tagged with sustainability,0.714,0.724,0.567,1849,2025-11-05 01:05:07.853910,Testing relevance improvements,True
EXP001332,Experiment 1332 - semantic,filtered,all-MiniLM-L6-v2,Template 11,Locate product demonstration videos from last quarter,0.711,0.835,0.874,1067,2025-11-05 02:05:07.853910,Testing performance improvements,False
EXP001333,Experiment 1333 - filtered,multi_step,text-embedding-ada-002,Template 25,Locate product demonstration videos from last quarter,0.722,0.731,0.678,2673,2025-11-05 03:05:07.853910,Testing latency improvements,False
EXP001334,Experiment 1334 - hybrid,filtered,e5-large-v2,Template 6,Search for brand-compliant social media templates,0.708,0.582,0.741,1506,2025-11-05 04:05:07.853910,Testing relevance improvements,False
EXP001335,Experiment 1335 - semantic,semantic,text-embedding-ada-002,Template 22,Locate product demonstration videos from last quarter,0.932,0.657,0.759,1734,2025-11-05 05:05:07.853910,Testing performance improvements,False
EXP001336,Experiment 1336 - hybrid,composed,instructor-xl,Template 29,Search for brand-compliant social media templates,0.934,0.535,0.922,2608,2025-11-05 06:05:07.853910,Testing latency improvements,False
EXP001337,Experiment 1337 - multi_step,keyword,instructor-xl,Template 39,Search for campaign assets tagged with sustainability,0.841,0.849,0.955,128,2025-11-05 07:05:07.853910,Testing latency improvements,False
EXP001338,Experiment 1338 - hybrid,hybrid,all-MiniLM-L6-v2,Template 34,Find approved logos suitable for digital and print use,0.787,0.67,0.915,1944,2025-11-05 08:05:07.853910,Testing accuracy improvements,True
EXP001339,Experiment 1339 - keyword,semantic,instructor-xl,Template 22,Search for campaign assets tagged with sustainability,0.885,0.564,0.625,2162,2025-11-05 09:05:07.853910,Testing accuracy improvements,True
EXP001340,Experiment 1340 - hybrid,keyword,all-MiniLM-L6-v2,Template 40,Search for brand-compliant social media templates,0.311,0.709,0.688,1415,2025-11-05 10:05:07.853910,Testing performance improvements,False
EXP001341,Experiment 1341 - filtered,keyword,all-MiniLM-L6-v2,Template 35,Search for brand-compliant social media templates,0.803,0.416,0.973,686,2025-11-05 11:05:07.853910,Testing performance improvements,True
EXP001342,Experiment 1342 - hybrid,keyword,text-embedding-ada-002,Template 25,Find approved logos suitable for digital and print use,0.48,0.849,0.874,968,2025-11-05 12:05:07.853910,Testing relevance improvements,False
EXP001343,Experiment 1343 - keyword,hybrid,instructor-xl,Template 36,Find marketing assets for Q4 campaign with high engagement metrics,0.734,0.766,0.536,1410,2025-11-05 13:05:07.853910,Testing accuracy improvements,True
EXP001344,Experiment 1344 - filtered,hybrid,all-MiniLM-L6-v2,Template 36,Search for brand-compliant social media templates,0.605,0.649,0.543,853,2025-11-05 14:05:07.853910,Testing latency improvements,False
EXP001345,Experiment 1345 - semantic,semantic,e5-large-v2,Template 4,Find marketing assets for Q4 campaign with high engagement metrics,0.422,0.738,0.517,2882,2025-11-05 15:05:07.853910,Testing performance improvements,True
EXP001346,Experiment 1346 - keyword,semantic,all-MiniLM-L6-v2,Template 26,Find approved logos suitable for digital and print use,0.407,0.498,0.575,2513,2025-11-05 16:05:07.853910,Testing performance improvements,False
EXP001347,Experiment 1347 - keyword,hybrid,gte-large,Template 38,Find approved logos suitable for digital and print use,0.891,0.765,0.812,1990,2025-11-05 17:05:07.853910,Testing performance improvements,False
EXP001348,Experiment 1348 - semantic,hybrid,text-embedding-ada-002,Template 10,Search for campaign assets tagged with sustainability,0.508,0.83,0.6,485,2025-11-05 18:05:07.853910,Testing latency improvements,False
EXP001349,Experiment 1349 - multi_step,hybrid,all-MiniLM-L6-v2,Template 36,Find marketing assets for Q4 campaign with high engagement metrics,0.784,0.621,0.907,414,2025-11-05 19:05:07.853910,Testing relevance improvements,True
EXP001350,Experiment 1350 - semantic,semantic,text-embedding-ada-002,Template 27,Find approved logos suitable for digital and print use,0.371,0.883,0.687,788,2025-11-05 20:05:07.853910,Testing accuracy improvements,False
EXP001351,Experiment 1351 - composed,composed,instructor-xl,Template 12,Search for campaign assets tagged with sustainability,0.773,0.781,0.975,404,2025-11-05 21:05:07.853910,Testing latency improvements,False
EXP001352,Experiment 1352 - hybrid,composed,all-MiniLM-L6-v2,Template 13,Find marketing assets for Q4 campaign with high engagement metrics,0.522,0.876,0.876,762,2025-11-05 22:05:07.853910,Testing accuracy improvements,False
EXP001353,Experiment 1353 - hybrid,hybrid,all-MiniLM-L6-v2,Template 17,Search for brand-compliant social media templates,0.322,0.705,0.615,2806,2025-11-05 23:05:07.853910,Testing relevance improvements,False
EXP001354,Experiment 1354 - filtered,keyword,text-embedding-ada-002,Template 24,Locate product demonstration videos from last quarter,0.912,0.714,0.893,1160,2025-11-06 00:05:07.853910,Testing latency improvements,False
EXP001355,Experiment 1355 - semantic,keyword,instructor-xl,Template 2,Search for campaign assets tagged with sustainability,0.303,0.484,0.897,1345,2025-11-06 01:05:07.853910,Testing latency improvements,False
EXP001356,Experiment 1356 - multi_step,semantic,e5-large-v2,Template 8,Find marketing assets for Q4 campaign with high engagement metrics,0.773,0.656,0.752,2623,2025-11-06 02:05:07.853910,Testing accuracy improvements,True
EXP001357,Experiment 1357 - semantic,multi_step,instructor-xl,Template 8,Search for brand-compliant social media templates,0.65,0.499,0.864,472,2025-11-06 03:05:07.853910,Testing performance improvements,False
EXP001358,Experiment 1358 - hybrid,keyword,instructor-xl,Template 26,Locate product demonstration videos from last quarter,0.586,0.721,0.505,2360,2025-11-06 04:05:07.853910,Testing relevance improvements,False
EXP001359,Experiment 1359 - filtered,multi_step,bge-large-en,Template 36,Find approved logos suitable for digital and print use,0.444,0.857,0.643,1227,2025-11-06 05:05:07.853910,Testing latency improvements,False
EXP001360,Experiment 1360 - keyword,composed,instructor-xl,Template 12,Find approved logos suitable for digital and print use,0.68,0.615,0.671,1097,2025-11-06 06:05:07.853910,Testing latency improvements,False
EXP001361,Experiment 1361 - composed,multi_step,text-embedding-ada-002,Template 12,Find approved logos suitable for digital and print use,0.408,0.556,0.897,1059,2025-11-06 07:05:07.853910,Testing relevance improvements,False
EXP001362,Experiment 1362 - multi_step,composed,text-embedding-ada-002,Template 20,Search for brand-compliant social media templates,0.323,0.504,0.661,2433,2025-11-06 08:05:07.853910,Testing relevance improvements,False
EXP001363,Experiment 1363 - filtered,hybrid,bge-large-en,Template 10,Search for campaign assets tagged with sustainability,0.743,0.882,0.657,1640,2025-11-06 09:05:07.853910,Testing relevance improvements,False
EXP001364,Experiment 1364 - keyword,multi_step,all-MiniLM-L6-v2,Template 33,Search for campaign assets tagged with sustainability,0.921,0.603,0.864,1103,2025-11-06 10:05:07.853910,Testing performance improvements,False
EXP001365,Experiment 1365 - composed,hybrid,text-embedding-ada-002,Template 20,Search for campaign assets tagged with sustainability,0.413,0.785,0.746,611,2025-11-06 11:05:07.853910,Testing accuracy improvements,False
EXP001366,Experiment 1366 - filtered,keyword,gte-large,Template 33,Find approved logos suitable for digital and print use,0.476,0.715,0.727,2730,2025-11-06 12:05:07.853910,Testing latency improvements,True
EXP001367,Experiment 1367 - semantic,keyword,e5-large-v2,Template 8,Find marketing assets for Q4 campaign with high engagement metrics,0.459,0.789,0.623,2209,2025-11-06 13:05:07.853910,Testing performance improvements,False
EXP001368,Experiment 1368 - composed,multi_step,instructor-xl,Template 34,Find marketing assets for Q4 campaign with high engagement metrics,0.664,0.811,0.589,2265,2025-11-06 14:05:07.853910,Testing performance improvements,False
EXP001369,Experiment 1369 - filtered,keyword,gte-large,Template 2,Search for campaign assets tagged with sustainability,0.435,0.499,0.558,885,2025-11-06 15:05:07.853910,Testing accuracy improvements,False
EXP001370,Experiment 1370 - hybrid,filtered,instructor-xl,Template 17,Find approved logos suitable for digital and print use,0.609,0.826,0.737,1562,2025-11-06 16:05:07.853910,Testing latency improvements,False
EXP001371,Experiment 1371 - filtered,composed,e5-large-v2,Template 16,Find marketing assets for Q4 campaign with high engagement metrics,0.484,0.686,0.608,1541,2025-11-06 17:05:07.853910,Testing relevance improvements,True
EXP001372,Experiment 1372 - composed,hybrid,all-MiniLM-L6-v2,Template 6,Locate product demonstration videos from last quarter,0.673,0.661,0.634,762,2025-11-06 18:05:07.853910,Testing relevance improvements,False
EXP001373,Experiment 1373 - keyword,semantic,gte-large,Template 15,Find approved logos suitable for digital and print use,0.917,0.797,0.78,2702,2025-11-06 19:05:07.853910,Testing latency improvements,True
EXP001374,Experiment 1374 - semantic,filtered,text-embedding-ada-002,Template 16,Find marketing assets for Q4 campaign with high engagement metrics,0.418,0.813,0.579,510,2025-11-06 20:05:07.853910,Testing relevance improvements,False
EXP001375,Experiment 1375 - multi_step,hybrid,gte-large,Template 37,Find approved logos suitable for digital and print use,0.874,0.44,0.954,493,2025-11-06 21:05:07.853910,Testing performance improvements,False
EXP001376,Experiment 1376 - hybrid,composed,all-MiniLM-L6-v2,Template 7,Search for campaign assets tagged with sustainability,0.698,0.503,0.608,2205,2025-11-06 22:05:07.853910,Testing latency improvements,True
EXP001377,Experiment 1377 - semantic,semantic,gte-large,Template 22,Find marketing assets for Q4 campaign with high engagement metrics,0.402,0.567,0.727,1034,2025-11-06 23:05:07.853910,Testing latency improvements,False
EXP001378,Experiment 1378 - semantic,filtered,bge-large-en,Template 23,Search for brand-compliant social media templates,0.459,0.885,0.778,2479,2025-11-07 00:05:07.853910,Testing accuracy improvements,False
EXP001379,Experiment 1379 - multi_step,semantic,bge-large-en,Template 40,Find marketing assets for Q4 campaign with high engagement metrics,0.928,0.509,0.855,2759,2025-11-07 01:05:07.853910,Testing latency improvements,False
EXP001380,Experiment 1380 - filtered,composed,bge-large-en,Template 15,Find marketing assets for Q4 campaign with high engagement metrics,0.639,0.753,0.695,1244,2025-11-07 02:05:07.853910,Testing performance improvements,False
EXP001381,Experiment 1381 - multi_step,multi_step,text-embedding-ada-002,Template 18,Find approved logos suitable for digital and print use,0.611,0.435,0.977,1407,2025-11-07 03:05:07.853910,Testing accuracy improvements,False
EXP001382,Experiment 1382 - multi_step,multi_step,text-embedding-ada-002,Template 23,Find marketing assets for Q4 campaign with high engagement metrics,0.859,0.5,0.888,663,2025-11-07 04:05:07.853910,Testing performance improvements,False
EXP001383,Experiment 1383 - hybrid,keyword,instructor-xl,Template 29,Find marketing assets for Q4 campaign with high engagement metrics,0.917,0.694,0.879,1139,2025-11-07 05:05:07.853910,Testing performance improvements,False
EXP001384,Experiment 1384 - multi_step,composed,gte-large,Template 23,Find marketing assets for Q4 campaign with high engagement metrics,0.646,0.584,0.71,1069,2025-11-07 06:05:07.853910,Testing latency improvements,True
EXP001385,Experiment 1385 - multi_step,keyword,text-embedding-ada-002,Template 2,Search for campaign assets tagged with sustainability,0.901,0.57,0.937,1930,2025-11-07 07:05:07.853910,Testing accuracy improvements,False
EXP001386,Experiment 1386 - keyword,semantic,instructor-xl,Template 24,Locate product demonstration videos from last quarter,0.461,0.885,0.532,203,2025-11-07 08:05:07.853910,Testing latency improvements,False
EXP001387,Experiment 1387 - multi_step,multi_step,e5-large-v2,Template 11,Find marketing assets for Q4 campaign with high engagement metrics,0.4,0.778,0.683,2887,2025-11-07 09:05:07.853910,Testing relevance improvements,False
EXP001388,Experiment 1388 - multi_step,multi_step,e5-large-v2,Template 10,Locate product demonstration videos from last quarter,0.685,0.695,0.913,2246,2025-11-07 10:05:07.853910,Testing relevance improvements,False
EXP001389,Experiment 1389 - multi_step,keyword,text-embedding-ada-002,Template 39,Search for campaign assets tagged with sustainability,0.381,0.447,0.782,2854,2025-11-07 11:05:07.853910,Testing latency improvements,False
EXP001390,Experiment 1390 - multi_step,hybrid,gte-large,Template 40,Search for brand-compliant social media templates,0.693,0.773,0.964,1718,2025-11-07 12:05:07.853910,Testing accuracy improvements,False
EXP001391,Experiment 1391 - filtered,semantic,bge-large-en,Template 40,Search for campaign assets tagged with sustainability,0.681,0.615,0.862,2543,2025-11-07 13:05:07.853910,Testing performance improvements,True
EXP001392,Experiment 1392 - keyword,keyword,text-embedding-ada-002,Template 31,Search for campaign assets tagged with sustainability,0.529,0.649,0.914,1922,2025-11-07 14:05:07.853910,Testing accuracy improvements,False
EXP001393,Experiment 1393 - filtered,keyword,all-MiniLM-L6-v2,Template 33,Locate product demonstration videos from last quarter,0.777,0.604,0.545,431,2025-11-07 15:05:07.853910,Testing accuracy improvements,False
EXP001394,Experiment 1394 - composed,keyword,text-embedding-ada-002,Template 23,Find marketing assets for Q4 campaign with high engagement metrics,0.761,0.889,0.708,115,2025-11-07 16:05:07.853910,Testing latency improvements,False
EXP001395,Experiment 1395 - semantic,hybrid,bge-large-en,Template 32,Search for brand-compliant social media templates,0.786,0.404,0.72,1024,2025-11-07 17:05:07.853910,Testing accuracy improvements,False
EXP001396,Experiment 1396 - composed,filtered,all-MiniLM-L6-v2,Template 6,Find approved logos suitable for digital and print use,0.346,0.762,0.546,490,2025-11-07 18:05:07.853910,Testing latency improvements,True
EXP001397,Experiment 1397 - semantic,hybrid,all-MiniLM-L6-v2,Template 37,Find approved logos suitable for digital and print use,0.779,0.749,0.556,1916,2025-11-07 19:05:07.853910,Testing relevance improvements,True
EXP001398,Experiment 1398 - multi_step,keyword,all-MiniLM-L6-v2,Template 6,Find approved logos suitable for digital and print use,0.66,0.653,0.86,1122,2025-11-07 20:05:07.853910,Testing relevance improvements,False
EXP001399,Experiment 1399 - filtered,filtered,text-embedding-ada-002,Template 5,Search for campaign assets tagged with sustainability,0.747,0.786,0.688,349,2025-11-07 21:05:07.853910,Testing latency improvements,False
EXP001400,Experiment 1400 - semantic,filtered,bge-large-en,Template 23,Find marketing assets for Q4 campaign with high engagement metrics,0.652,0.662,0.933,2353,2025-11-07 22:05:07.853910,Testing latency improvements,False
EXP001401,Experiment 1401 - hybrid,keyword,e5-large-v2,Template 22,Find approved logos suitable for digital and print use,0.747,0.712,0.599,2704,2025-11-07 23:05:07.853910,Testing accuracy improvements,False
EXP001402,Experiment 1402 - hybrid,keyword,e5-large-v2,Template 13,Find approved logos suitable for digital and print use,0.448,0.606,0.977,1041,2025-11-08 00:05:07.853910,Testing accuracy improvements,False
